score,content,label,content_len,content_clean,content_token,cluster,tsne_x,tsne_y
2,잘 잠기지도 않고..약도 몇알 안들어가요ㅠㅠ 귀걸이통으로 써야하나봐요..흑흑,0,42,잘 잠기지도 않고 약도 몇알 안들어가요 귀걸이통으로 써야하나봐요 흑흑,자다 잠기다 않다 약도 알 들어가다 귀걸이 통 써다 보다,3,2.4597447,-0.2640845
1,진하지 않다. 제품 만들어서 물을탓나? 유사제품 많이 써본유저로써 비추천입니다.,0,44,진하지 않다 제품 만들어서 물을탓나 유사제품 많이 써본유저로써 비추천입니다,진하다 않다 제품 만들다 물 탓 유사 제품 써다 유저 로써 비 추천 이다,3,0.66260916,1.1575513
5,겹치는것 하나 없이 보내주셨어요! 전부 다 마음에들어서 만족합니다:) 이쁘게 잘 쓸게요!!,1,50,겹치는것 하나 없이 보내주셨어요 전부 다 마음에들어서 만족합니다 이쁘게 잘 쓸게요,겹 치다 하나 보내다 전부 마음 들어서다 만족하다 이쁘다 자다 쓸다,3,-0.43214038,0.6066708
2,빔이 불량이라 전화했더니 서로 책임전가하고 툭하면 환불하세요라 하고 화장실 들어갈때 나올때 다르면 안됩니다 사람이,0,63,빔이 불량이라 전화했더니 서로 책임전가하고 툭하면 환불하세요라 하고 화장실 들어갈때 나올때 다르면 안됩니다 사람이,빔 불량 전화하다 서로 책임 전가 툭하면 환불 하다 요 하다 화장실 들어가다 때 나오다 때 다르다 안되다 사람,0,0.08009869,-0.79905796
2,별로 접착력,0,6,별로 접착력,별로 접착,3,0.5966934,-2.4364722
1,설치해놓고 접힌부분이떠있어서 신경쓰여요,0,21,설치해놓고 접힌부분이떠있어서 신경쓰여요,설치 하다 접힌 부분 뜨다 신경 쓰이다,0,1.0444405,0.16522466
2,저번에 구매하고 너무만족해서 재주문했는데 세탁을하고도 냄새가너무심해서 어찌해야하나싶어요,0,48,저번에 구매하고 너무만족해서 재주문했는데 세탁을하고도 냄새가너무심해서 어찌해야하나싶어요,저번 구매 만족하다 재 주문 하다 세탁 냄새 너 무심하다 어찌 하다,0,-0.9305883,0.71242
5,좋아요 가격대비 디자인 좋습니다 어딜 신고나가질안아서 품질에대해서 모르겠지만 디잔만큼은 훌룽합니드 찍찍이도 ㅋㅋ표시도많이안나고 이가격에 만족합니다,1,81,좋아요 가격대비 디자인 좋습니다 어딜 신고나가질안아서 품질에대해서 모르겠지만 디잔만큼은 훌룽합니드 찍찍이도 표시도많이안나고 이가격에 만족합니다,좋다 가격 대비 디자인 좋다 신고 나가다 품질 대해 모르다 디잔 훌룽 합 니드 찍 찍다 표시 안나 가격 만족하다,3,1.9416866,1.6080761
5,생각보다 진짜 예뻐요! 수납 공간도 넉넉하고 예뻐요 집이 확 사네요,1,37,생각보다 진짜 예뻐요 수납 공간도 넉넉하고 예뻐요 집이 확 사네요,생각 진짜 예쁘다 수납 공간 넉넉하다 예쁘다 집 확 사다,3,2.462805,0.77268183
5,아기 안전을 위해 구입했어요 설치도 간단하고 튼튼하네요,1,30,아기 안전을 위해 구입했어요 설치도 간단하고 튼튼하네요,아기 안전 위해 구입 하다 설치 간단하다 튼튼하다,0,0.8265758,0.5785686
2,너무 까끌거립니다 반품 귀찮아서 그냥 넣어 두었네요.두시간 입고 벅벅 긁느라 죽는줄,0,46,너무 까끌거립니다 반품 귀찮아서 그냥 넣어 두었네요 두시간 입고 벅벅 긁느라 죽는줄,끄다 끄다 립니 반품 귀찮다 그냥 넣다 두다 시간 입다 벅벅 긁다 죽다,3,-0.07957357,-0.6008976
1,사진이랑 다른 프린트 모양 파인애플이네요. 다른곳이랑 똑같을줄 알았으면 훨씬 저렴한 곳에서 살걸 그랬습니다. 바람 세지만 않길 바래야 겠어요,0,78,사진이랑 다른 프린트 모양 파인애플이네요 다른곳이랑 똑같을줄 알았으면 훨씬 저렴한 곳에서 살걸 그랬습니다 바람 세지만 않길 바래야 겠어요,사진 다른 프린트 모양 파인애플 요 곳 똑같다 알다 저렴하다 곳 살걸 그렇다 바람 세지 않다 바 래야 겠다,3,0.24929425,0.11617692
5,아이들 먹기 딱 좋아요 가시도 없고 맛있어요,1,24,아이들 먹기 딱 좋아요 가시도 없고 맛있어요,아이 먹기 좋다 가시도 없다 맛있다,1,-1.7034292,0.32974863
5,짱짱하고 커요~,1,8,짱짱하고 커요,짱짱하다 크다,3,1.6039432,0.069707684
4,다른 제품보다 폭이좀 작고 손잡이 부분이 원형이 아니라 네모(각형)이네요,1,40,다른 제품보다 폭이좀 작고 손잡이 부분이 원형이 아니라 네모 각형 이네요,다른 제품 폭 좀 작고 손잡이 부분 원형 아니다 네모 각형 이다,3,0.45135918,-0.5953395
5,쭉 사용 해본 결과 냄새 없이 생선을 굽기엔 너무 좋았어요,1,32,쭉 사용 해본 결과 냄새 없이 생선을 굽기엔 너무 좋았어요,쭉 사용 해보다 결과 냄새 생선 굽기 좋다,3,0.67196697,-0.06245455
4,싼티가 많이 나지만 싸니까 만족,1,17,싼티가 많이 나지만 싸니까 만족,싸다 티 나 싸다 만족,3,0.29693043,0.13075252
1,실망.아이들이 안갖고 놀아요ㅜ,0,16,실망 아이들이 안갖고 놀아요,실망 아이 갖다 놀다,3,-1.2714297,-0.19709504
1,너무 가볍고 유리가 얇아서 바로 깨져버렸어요 완전 별루입니다 두개 주문했는데 하나 쓰는것도 넘 조심 스럽습니다,0,61,너무 가볍고 유리가 얇아서 바로 깨져버렸어요 완전 별루입니다 두개 주문했는데 하나 쓰는것도 넘 조심 스럽습니다,가볍다 유리 얇다 바로 깨다 버리다 완전 루 이다 개 주문 하다 하나 쓰다 넘다 조심 스럽다,0,-0.5481696,-1.5970753
5,원하던 제품이라 만족해요,1,13,원하던 제품이라 만족해요,원하다 제품 만족하다,3,-1.2660528,1.9059364
5,너무너무 맛있어요 다 먹으면 또 주문할께요,1,23,너무너무 맛있어요 다 먹으면 또 주문할께요,맛있다 먹다 또 주문 하다,1,-1.8241324,0.51787156
5,잘먹었습니다. 싱싱하고 잘 포장되어 와서 맛있게 먹었습니다 탱탱하고 꽉차있네요,1,43,잘먹었습니다 싱싱하고 잘 포장되어 와서 맛있게 먹었습니다 탱탱하고 꽉차있네요,먹다 싱싱하다 자다 포장 되어다 오다 맛있다 먹다 탱탱하다 꽉차다,1,-2.2194207,-0.22783208
5,재구매 늘 구매하는 제품입니다. 마트보다 저렴해요. 유통기한도 2020년 2월이라 만족합니다~,1,52,재구매 늘 구매하는 제품입니다 마트보다 저렴해요 유통기한도 2020년 2월이라 만족합니다,재다 늘 구매 하다 제품 이다 마트 저렴하다 유통 기한 만족하다,0,-2.3705063,-1.1464134
2,배기 후드가 지저분해서 청소하려고 구매했는데요~ 때가 안 지워지네요~ 그냥 타일 벽면에 튄 거만 닦아냈어요.. 찌든때는 안 닦이네요..,0,75,배기 후드가 지저분해서 청소하려고 구매했는데요 때가 안 지워지네요 그냥 타일 벽면에 튄 거만 닦아냈어요 찌든때는 안 닦이네요,배기 후드 지저분하다 청소 하다 구매 하다 때 안 지워지다 그냥 타일 벽면 튀다 거만 닦다 내다 찌들다 때 안 닦이다,0,-0.6299369,0.7026516
2,스킨색이 핑크색인지 주황색인지 너무 튀어여,0,23,스킨색이 핑크색인지 주황색인지 너무 튀어여,스킨 색 핑크색 주황색 튀어,3,0.14962597,-1.0329584
5,동생이랑 가볍게차려고샀는데 깔끔하고예뻐요!,1,23,동생이랑 가볍게차려고샀는데 깔끔하고예뻐요,동생 가볍다 차려 사다 깔끔하다 예쁘다,3,2.5917697,0.66633636
5,배송도빠르고 맛도 먹을만합니다,1,16,배송도빠르고 맛도 먹을만합니다,배송 빠르다 맛 먹다 하다,2,-0.30449915,3.2449207
5,재구매 탈색모에 지송 두피라 컬러 삼퓨라서 세정력이 떨어질까 했는데.. 세정력 좋구여! 향기도 달달 하니 좋아요~ㅎㅎ 염색 물빠짐도 벅은 편이네요~,1,82,재구매 탈색모에 지송 두피라 컬러 삼퓨라서 세정력이 떨어질까 했는데 세정력 좋구여 향기도 달달 하니 좋아요 염색 물빠짐도 벅은 편이네요,재다 탈색 모에 지송 두피 컬러 삼퓨 정력 떨어지다 하다 정력 좋다 향기도 달달 하니 좋다 염색 물 빠지다 벅 편이,3,2.1506627,2.024313
2,저는 왜 컬링이 안될까요ㅜ 그 바쁜 아침시간에 몇분씩 하고 있을 수도 없고ㅠ 귀엽고 이쁘지만 효과는 없네요ㅠ,0,60,저는 왜 컬링이 안될까요 그 바쁜 아침시간에 몇분씩 하고 있을 수도 없고 귀엽고 이쁘지만 효과는 없네요,저 왜 컬링 안되다 요 그 바쁘다 아침 시간 분 하다 있다 수도 없다 귀엽다 이쁘다 효과 없다,3,3.3192286,-0.56083673
1,알루미늄 브라켓을 주문했는데 허니콤 브라켓이 도착해서 재발송 요청 몇일을 기다려 받았는데 브라켓 4개중 한개만 색상이 다르고 볼트는 2개만 주고.. 참 엉망인듯..,0,91,알루미늄 브라켓을 주문했는데 허니콤 브라켓이 도착해서 재발송 요청 몇일을 기다려 받았는데 브라켓 4개중 한개만 색상이 다르고 볼트는 2개만 주고 참 엉망인듯,알루미늄 브라켓 주문 하다 허니콤 브라켓 도착 하다 재 발송 요청 일 기다리다 받다 브라켓 개중 만 색상 다르다 볼트 개 주다 차다 엉망 듯,0,-0.54700875,-0.04634861
2,지속력 ㅠㅠ 향 ...너무 흙냄새,0,18,지속력 향 너무 흙냄새,지속 향 흙 냄새,3,0.4344772,-1.1491055
5,평소즐겨먹는간식입니댜.,1,12,평소즐겨먹는간식입니댜,평소 즐기다 먹다 간식 이다 댜,1,-2.3999891,-0.5382899
2,발볼이 엄청 좁음 반업하는거좋을듯,0,18,발볼이 엄청 좁음 반업하는거좋을듯,발볼 좁다 업 하다 좋다,0,1.0954335,1.5762511
5,오트밀 샘플써보구 재구매하였는데요 속건조도 잡아주고 피부결이 부드럽고 많이 좋아진거같아요^^ 재구매 계속 할 예정입니다,1,66,오트밀 샘플써보구 재구매하였는데요 속건조도 잡아주고 피부결이 부드럽고 많이 좋아진거같아요 재구매 계속 할 예정입니다,오트밀 샘플 써다 보구 재다 하다 건조 잡다 피부 결 부드럽다 좋아지다 같다 재다 계속 하다 예정 이다,0,-1.4018655,1.0624182
5,넘나리 좋아요 앙증맞구 ^^,1,15,넘나리 좋아요 앙증맞구,넘다 좋다 앙증맞다,3,-0.19405912,0.5939959
2,끝까지 친절하셨으면.. 제품이 맘에 안드는건 아닌데... 부모님댁에 설치해드려야 되서 배송을 물어본건데 이미 발송된건이여서 택배사에 알아보라고 하시는건...좀 무책임한 느낌이였습니다 저는 택배사를 보고 구매한게 아니거든요,0,123,끝까지 친절하셨으면 제품이 맘에 안드는건 아닌데 부모님댁에 설치해드려야 되서 배송을 물어본건데 이미 발송된건이여서 택배사에 알아보라고 하시는건 좀 무책임한 느낌이였습니다 저는 택배사를 보고 구매한게 아니거든요,끝 친절하다 제품 맘 들다 아니다 부모님 댁 설치 해드리다 되다 배송 물어보다 발송 되다 여서 택배 사 알아보다 하다 좀 무책임하다 느끼다 저 택배 사르다 보고 게 아니다,3,-0.5681088,-0.65128624
2,아직 먹고있어요 조청맛이예요 도라지 함량은적은듯,0,26,아직 먹고있어요 조청맛이예요 도라지 함량은적은듯,먹다 조청 맛 도라지 함량 적다,1,-2.329733,-0.19073291
2,방탄이라고 해서 기대핬는데 뭐 역시 다들 비슷비슷 옆구리로 떨어졌는데 후면유리 바사삭 ㅜ,0,49,방탄이라고 해서 기대핬는데 뭐 역시 다들 비슷비슷 옆구리로 떨어졌는데 후면유리 바사삭,방탄 하다 핬 늘다 뭐 역시 들다 비슷비슷 옆구리 떨어지다 후 유리,0,0.36532688,-1.5146956
1,상품 설명이 좀 잘 안보이네요 화구불이 오목하게 모이는 제품으로 알고 구매했는데 ㅜㅜ,0,47,상품 설명이 좀 잘 안보이네요 화구불이 오목하게 모이는 제품으로 알고 구매했는데,상품 설명 좀 자다 보이다 화구 불 오목하다 모이다 제품 알 구매 하다,0,-0.48744765,0.9309231
2,끈조절 개불편해요 착용감 좋아요 한번 뛰고 왔더니 벨트고정하는 끈 뜯어졌어요,0,42,끈조절 개불편해요 착용감 좋아요 한번 뛰고 왔더니 벨트고정하는 끈 뜯어졌어요,끈 조절 개불 편하다 착용 감 좋다 한번 뛰다 오다 벨트 고정 끈 뜯다,3,1.1440854,-0.052191645
2,크리스탈라이트 살거 그랬나봐요,0,16,크리스탈라이트 살거 그랬나봐요,크리스탈 라이트 살다 그렇다 보다,3,-0.78060615,-3.0326157
2,간단하게 들고다니기에 너무 넓고 넓다보니 가운데 접히는 부분이 지탱하기에 너무 약하게 만들어졌네요ㆍ,0,55,간단하게 들고다니기에 너무 넓고 넓다보니 가운데 접히는 부분이 지탱하기에 너무 약하게 만들어졌네요,간단하다 들다 넓다 넓다 보다 가운데 접다 부분 지탱 하다 약하다 만들어지다,3,1.0576904,-0.77362216
5,재구매 맛있어요 집에 있는 새우랑 마늘 추가하서 먹었습니다,1,32,재구매 맛있어요 집에 있는 새우랑 마늘 추가하서 먹었습니다,재다 맛있다 집 있다 새우 마늘 추가 먹다,1,-1.955505,0.5378438
4,재구매 항상 여기에서 주문합니다. 4년이 넘었네요. 배송이 빠릅니다.,1,38,재구매 항상 여기에서 주문합니다 4년이 넘었네요 배송이 빠릅니다,재다 항상 여기 주문 하다 넘다 배송 빠르다,2,-0.5849454,3.1640506
5,무료체험 배송도빠르고 가격도저렴하게 잘샀어요~~,1,26,무료체험 배송도빠르고 가격도저렴하게 잘샀어요,무료 체험 배송 빠르다 가격 저렴하다 사다,2,-0.41905192,3.9610043
5,아주좋아요. 다음에 또 들를께요~,1,18,아주좋아요 다음에 또 들를께요,아주 좋다 다음 또 들르다,3,0.8362587,2.4464304
4,강아지가 아주 잘 먹고 유통기한도 2020년4월 제조분으로 넉넉하니 좋아요~~^^,1,45,강아지가 아주 잘 먹고 유통기한도 2020년4월 제조분으로 넉넉하니 좋아요,강아지 아주 자다 먹다 유통 기한 제조 넉넉하다 좋다,1,-2.5913796,-1.1175119
5,선물루사줘써요 호호,1,10,선물루사줘써요 호호,선물 루 사주다 써다 호호,3,3.4330425,1.3168693
5,색감이 이뻐서 세트로 구매하기 좋아요,1,20,색감이 이뻐서 세트로 구매하기 좋아요,색감 이쁘다 세트 구매 하다 좋다,0,-0.0983066,1.5540477
1,3번 베이지 주문했는데 1번이 왔네요 엄마 보내드린거라 벌써 박스를 버리셔서 반품은 못하지만 주의해서 보내주셨어야죠,0,64,3번 베이지 주문했는데 1번이 왔네요 엄마 보내드린거라 벌써 박스를 버리셔서 반품은 못하지만 주의해서 보내주셨어야죠,번 베이지 주문 하다 번 오다 엄마 보내다 드리다 벌써 박스 버리다 반품 하다 주의 하다 보내다,0,-0.75508976,-0.250134
2,예쁘게 잘 쓰고 있었는데 줄이 가늘다보니 끊어지더라구요.. 그거말곤 이뻐요,0,41,예쁘게 잘 쓰고 있었는데 줄이 가늘다보니 끊어지더라구요 그거말곤 이뻐요,예쁘다 자다 쓰다 있다 줄이다 가늘다 보다 끊어지다 그거 말다 이쁘다,3,-0.06262125,1.3207045
1,시래기는 질기고 미꾸라지 맛은 전혀 안느껴져서 한봉은 뜯지도않고 버리고 개봉한건 몇수저 먹고 바로 버림,0,57,시래기는 질기고 미꾸라지 맛은 전혀 안느껴져서 한봉은 뜯지도않고 버리고 개봉한건 몇수저 먹고 바로 버림,시래기 질 기고 미꾸라지 맛 전혀 느껴지다 봉 뜯다 않다 버리다 개봉 건 수저 먹다 바로 버리다,3,-0.006931074,-0.7728419
1,그렇게 좋은지 모르겠지만 계속 써보고 적응해야될듯,0,27,그렇게 좋은지 모르겠지만 계속 써보고 적응해야될듯,좋다 모르다 계속 써다 보고 적응하다 되다,3,2.5880322,-0.2531296
1,옷 까끌까끌해서 불편,0,11,옷 까끌까끌해서 불편,옷 까끌까끌하다 불편,3,2.158904,0.3665978
5,만족합니다. 가격 저렴하고 이쁨니다.,1,20,만족합니다 가격 저렴하고 이쁨니다,만족하다 가격 저렴하다 이쁘다,3,0.46436244,1.6033188
1,광고처럼 안되요 비추,0,11,광고처럼 안되요 비추,광고 안되다 비추다,3,0.13890354,-1.3779752
5,재구매 계속해서 재구매하게 됩니다 번창하세요,1,24,재구매 계속해서 재구매하게 됩니다 번창하세요,재다 계속 하다 재다 매하 되다 번창 하다,0,-1.6119337,1.3825548
2,너무 작아서 목에 안닿네요.. 그냥 버렸어요,0,24,너무 작아서 목에 안닿네요 그냥 버렸어요,작다 목 닿다 그냥 버리다,3,0.49381563,-1.1027889
2,연기가 안 나요..ㅠㅠㅠ,0,13,연기가 안 나요,연기 안,3,0.15308687,0.03913119
2,껍질이 들고 일어나 식 감이 별 로예요.,0,22,껍질이 들고 일어나 식 감이 별 로예요,껍질 들다 일어나다 식 감 별 로예,3,2.92257,1.2592204
1,감사합니다아~ 본창하세요~~,0,15,감사합니다아 본창하세요,감사하다 창 하다,0,-0.3240586,1.6789519
4,보습력은 최고에요!!,1,11,보습력은 최고에요,보습 최고,3,-1.2788353,1.8936987
5,아직 못써봣는데 배송 빠르고 좋네요,1,19,아직 못써봣는데 배송 빠르고 좋네요,써다 봣 늘다 배송 빠르다 좋다,2,-0.17308365,3.5624428
1,와ㅋㅋ 아무리 싼마이여도 진짜,0,16,와 아무리 싼마이여도 진짜,오다 싼마이 도 진짜,3,-1.5489016,-1.9677337
5,뚜껑만새로바꿨는데도 깨끗해지고좋아요,1,19,뚜껑만새로바꿨는데도 깨끗해지고좋아요,뚜껑 새롭다 바꾸다 깨끗해지다 좋다,3,-0.41041473,-1.4541081
2,양념이 좀 더 나은듯 간장은 너무 비린맛이 확 나요,0,28,양념이 좀 더 나은듯 간장은 너무 비린맛이 확 나요,양념 좀 더 낫다 간장 비리다 맛 확,3,-2.1302388,-2.2820327
5,배송도 빠르고!! 정말 튼튼하고 !! 매우 만족합니다!,1,30,배송도 빠르고 정말 튼튼하고 매우 만족합니다,배송 빠르다 정말 튼튼하다 매우 만족하다,2,-0.54041207,2.9633248
2,와이어가 튀어나왓네요 시간이 없어서 그냥 씁니다,0,26,와이어가 튀어나왓네요 시간이 없어서 그냥 씁니다,와이어 튀어 왓 시간 없다 그냥 쓰다,3,0.051113434,-0.56879306
5,이거 짱조야요 여러뷴 다쓰면 또살거에오 향도 너무좋아서 저지금 이거 중독...사무실에도 갖고다니먄서 계속 바르고잇슴닼ㅋㅋㅋ,1,68,이거 짱조야요 여러뷴 다쓰면 또살거에오 향도 너무좋아서 저지금 이거 중독 사무실에도 갖고다니먄서 계속 바르고잇슴닼,거 좋다 뷴 쓰다 또 살다 오 향 좋다 지금 거 중독 사무실 갖다 먄 계속 바르다 잇다 슴닼,3,-0.79583365,0.73868966
5,재구매 너무 만족하게 잘입고 있습니다 이쁘네요!,1,26,재구매 너무 만족하게 잘입고 있습니다 이쁘네요,재다 만족하다 입다 있다 이쁘다,3,-0.91940886,1.4358795
5,포인트로 쓰기 좋아요:),1,13,포인트로 쓰기 좋아요,포인트 쓰기 좋다,3,2.0243943,3.2249773
1,육수가 터져서 왔어요;;; 흠 배송 단단하게 해주셔야 될거 같애요;;,0,38,육수가 터져서 왔어요 흠 배송 단단하게 해주셔야 될거 같애요,육수 터지다 오다 흠 배송 단단하다 해주다 되다 같다 애,3,-1.998607,-1.7908238
4,선물로 구매했는데 친구가 마음에 들어하네요 디자인 깔끔하니 이쁩니다!,1,38,선물로 구매했는데 친구가 마음에 들어하네요 디자인 깔끔하니 이쁩니다,선물 구매 하다 친구 마음 들다 디자인 깔끔하다 이쁘다,0,3.032698,1.2200029
2,쓰기도 불편하고 어려워요ㅜㅜ,0,15,쓰기도 불편하고 어려워요,쓰기 불편하다 어렵다,3,1.1925439,-0.43481892
2,생각보다 무거워서 사용하기가 애매하네요^^,0,23,생각보다 무거워서 사용하기가 애매하네요,생각 무거워 사용 하다 애매하다,0,0.76979876,0.40204236
5,재구매 코스트코 갈때는 사서썼는데.회원권 없어서 사게 되었어요.감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다,1,76,재구매 코스트코 갈때는 사서썼는데 회원권 없어서 사게 되었어요 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다 감사합니다,재다 코스트코 갈다 때 사서 써다 회원 없다 사다 되어다 감사하다 감사하다 감사하다 감사하다 감사하다 감사하다 감사하다,3,-0.39433083,1.7882495
2,마스크 넣기에 너무 작아요. 대를 샀는데 이 사이즈는 소로 팔고 대는 두배로 사이즈를 크게 만들어 주세요. 실리카겔 팩만 다른 봉지에 넣어 사용해야 될 듯합니다. 비닐팩은 냄새가 많이 나서 항균비누로 씻어 이틀째 햇볕에 말리니 냄세가 좀 덜 나요.,0,138,마스크 넣기에 너무 작아요 대를 샀는데 이 사이즈는 소로 팔고 대는 두배로 사이즈를 크게 만들어 주세요 실리카겔 팩만 다른 봉지에 넣어 사용해야 될 듯합니다 비닐팩은 냄새가 많이 나서 항균비누로 씻어 이틀째 햇볕에 말리니 냄세가 좀 덜 나요,마스크 넣기 작다 대다 사다 이 사이즈 소로 팔고 대다 배 사이즈 크게 만들다 줄다 실리카겔 팩 다른 봉지 넣다 사용 하다 되다 듯 하다 비닐 팩 냄새 나서다 항균 비누 씻다 이틀 햇볕 말리다 내다 좀 덜,0,0.6301275,-0.046414223
4,배송도 빠르고 상품도 괜찮아요~,1,17,배송도 빠르고 상품도 괜찮아요,배송 빠르다 상품 괜찮다,2,-0.3416998,3.468352
5,너무너무좋습니다 강추용!,1,13,너무너무좋습니다 강추용,좋다 강 추다,3,1.3237152,2.0932002
5,소재도 너무좋고 옷도 이뻐요!!!! 2xl시켰는데 다른 2xl보다는 약간 작은 느낌이에요 그래도 너무 이뻐요 또 주문할게요ㅎ,1,69,소재도 너무좋고 옷도 이뻐요 2xl시켰는데 다른 2xl보다는 약간 작은 느낌이에요 그래도 너무 이뻐요 또 주문할게요,소재 좋다 옷 이쁘다 시키다 다른 약간 작다 느낌 이쁘다 또 주문 하다,0,0.58553773,0.5152391
4,신발장이 넓게 정리되네요,1,13,신발장이 넓게 정리되네요,신발장 넓다 정리 되다,3,1.6100641,0.46766585
2,설명서도 추가하지 거,0,11,설명서도 추가하지 거,설명 서도 추가 하다 거,0,2.0588741,-2.5558379
2,넘 무겁네요 봉식이안된다고 해서 고리로 연결하는거라 무거워서 걸때 힘들었네요,0,42,넘 무겁네요 봉식이안된다고 해서 고리로 연결하는거라 무거워서 걸때 힘들었네요,넘다 무겁다 봉 안되다 하다 고리 연결하다 무거워 걸때 힘들다,0,0.6622287,-0.89648217
2,캠핑가서 썼는데 작지만 좋아요,0,16,캠핑가서 썼는데 작지만 좋아요,캠핑 가다 써다 작 좋다,3,2.2744155,-0.22119756
2,칫솔모가 힘이 없고 얇고 많은 양에 비해 이 사이 사이를 잘 씻어내지는 못하네요,0,44,칫솔모가 힘이 없고 얇고 많은 양에 비해 이 사이 사이를 잘 씻어내지는 못하네요,칫솔 모 힘 없다 얇다 많다 양 비다 이 사이 사이 자다 씻다 하다,0,0.7165782,-0.39501566
5,신선하고 양도 정확하고 좋습니다,1,17,신선하고 양도 정확하고 좋습니다,신선하다 양도 정확하다 좋다,3,0.1370192,0.87750536
2,겉 박스는 이상없는데 속박스가 다 구겨져 있음. 이떻게 이럴 수 있죠? 제품 자체는 이상 없는 듯 하여 그냥 쓰는데...,0,67,겉 박스는 이상없는데 속박스가 다 구겨져 있음 이떻게 이럴 수 있죠 제품 자체는 이상 없는 듯 하여 그냥 쓰는데,겉 박스 이상 없다 박스 구기다 있다 이떻 이렇다 수 있다 제품 자체 이상 없다 듯 하다 그냥 쓰다,3,-0.36196685,-0.25220704
2,별로에요 상담태도부터 바꾸세요 다른사람 얘기를 들어주고 마음을 헤어려주는게 상담이지 자기말 타로해석만 줄줄이 늘어놓는게 상담이 아닙니다,0,75,별로에요 상담태도부터 바꾸세요 다른사람 얘기를 들어주고 마음을 헤어려주는게 상담이지 자기말 타로해석만 줄줄이 늘어놓는게 상담이 아닙니다,별로 상담 태도 바꾸다 다른사람 얘기 들어주다 마음 헤어 려 주다 상담 자다 타로 해석 줄줄이 늘어놓다 상담 아니다,3,1.0422776,-2.9453375
5,애들 눈나빠질까봐 시켰어요,1,14,애들 눈나빠질까봐 시켰어요,애 눈 나빠지다 시키다,3,-1.5653329,-0.54804546
5,배송하루만에 오고 옷 재질도 생각보다 좋아요,1,24,배송하루만에 오고 옷 재질도 생각보다 좋아요,배송 하루 오다 옷 재질 생각 좋다,3,0.21313995,-3.1691587
5,오래기다렸는데 좋앙ㆍ느,1,12,오래기다렸는데 좋앙 느,기다리다 좋다 느,3,1.1946079,2.1832702
5,4일째 섭취중이에요~뭔가 얼굴이 수분감도생기고 피부속이 약간채워지는듯한 기분^^,1,44,4일째 섭취중이에요 뭔가 얼굴이 수분감도생기고 피부속이 약간채워지는듯한 기분,섭취 뭔가 얼굴 수분 감다 생기 피부 속이다 약간 채우다 듯 기분,3,1.1497544,-0.69408107
2,자르기 힘들고 어 스티로폼 알갱이가 너무 튀어요,0,26,자르기 힘들고 어 스티로폼 알갱이가 너무 튀어요,자르다 힘들다 스티로폼 알갱이 튀어,3,0.53532946,-1.1458619
2,향이 생각보디 별로에요..ㅠ,0,15,향이 생각보디 별로에요,향 생각 보디 별로,3,0.62984246,-2.5417585
5,배송빠르구요 효과아주좋은것같아요 다쓰면재구매의사있습니다,1,30,배송빠르구요 효과아주좋은것같아요 다쓰면재구매의사있습니다,배송 빠르다 효과 아주 좋다 것 같다 쓰다 재다 의사 있다,2,-2.3032207,2.3274832
5,튼튼하고깨끗하고좋아요,1,11,튼튼하고깨끗하고좋아요,튼튼하다 깨끗하다 좋다,3,2.5819035,2.0490656
5,숨쉬기편하고 너무좋아요^^,1,14,숨쉬기편하고 너무좋아요,숨쉬기 편하다 좋다,3,2.6804225,1.9830917
2,버건디 색상 구매했는데 사진이랑 다르네요 ㅠ,0,24,버건디 색상 구매했는데 사진이랑 다르네요,버건디 색상 구매 하다 사진 다르다,0,-0.5455858,0.72308344
1,이쁜줄알았는데오니까별로네요....,0,18,이쁜줄알았는데오니까별로네요,이쁘다 알다 별로,3,0.31556565,-2.1303627
5,너무 맛나요~~ 잘 먹을께요~~^^,1,19,너무 맛나요 잘 먹을께요,맛 요 자다 먹다,1,-2.7187645,-0.16222857
5,재구매 항상만족하고주문합니다^^,1,17,재구매 항상만족하고주문합니다,재다 항상 만족하다 주문 하다,0,-0.949123,1.1311431
5,이가격에 재질 좋구요. 오버핏 이쁩니다,1,21,이가격에 재질 좋구요 오버핏 이쁩니다,가격 재질 좋다 버핏 이쁘다,3,1.7983898,1.2210985
5,배송 빠르구여 잘 맞습니다 사실 본체 뒷판은 씌웠다는거 보다는 걸쳐둔 느낌이지만 나쁘진 않네요,1,52,배송 빠르구여 잘 맞습니다 사실 본체 뒷판은 씌웠다는거 보다는 걸쳐둔 느낌이지만 나쁘진 않네요,배송 빠르다 자다 맞다 사실 본체 판 씌우다 걸치다 두다 느낌 나쁘다 않다,2,2.649183,-1.4949994
2,맛이 없는건 아닌데 가게에서 먹는 치즈불닭 생각했는데 그맛이 아니어서 좀 아쉬웠어요....,0,50,맛이 없는건 아닌데 가게에서 먹는 치즈불닭 생각했는데 그맛이 아니어서 좀 아쉬웠어요,맛 없다 아니다 가게 먹다 치즈 불닭 생각 하다 맛 아니다 좀 아쉽다,1,0.7908203,-1.5950193
