content,score,label,cluster,tsne_x,tsne_y,실제감성,군집명
조립할때 여자힘으로 안되요 나무 망치도 없는데 덜컥 망치로 두드리세요. 헉!결국 우여곡절 끝에 남자들 네명 모아다가 조립했는데요 대체 왜 이런걸 샀냐고!!!! 여자한테는 팔지 마세요!,2,0,0,0.33216172,-1.1082244,부정,제품후기형
스테인레스인데 찍혀서 찌그러져서 왔네요~ 상자는 멀쩡한데 알고도 보내신듯해서 기분이 별로네요~ㅠㅠ,2,0,3,-1.048371,-1.3832693,부정,일반감성형
배송빠르고 좋아요~ 힘내라는 편지까지 감사합니다^^,5,1,2,-0.18673372,3.5353558,긍정,배송중심
좋네요 사이즈가 휴대하기 넘좋고 물맛도 좋아요. 첨 시켜보는거라 고민 많이햏는데 너무 좋네요. 요즘 가방에 꼭 넣고 다녀요,2,0,3,0.16906163,0.30452746,부정,일반감성형
배송은 하루만에 왔으나 너무 별로요,1,0,3,0.1904232,-3.134175,부정,일반감성형
항상필요해요 잊어버리거나 물어뜯거나 악세사리 비싸긴하지만~~~,5,1,3,0.026202686,0.375351,긍정,일반감성형
괜찮아요 나름 맛있네요,4,1,1,-1.4808799,1.0345736,긍정,식품카테고리
완벽합니다. 사이즈 맞고 너무 좋아요,5,1,3,2.4758604,-1.9607984,긍정,일반감성형
끼워 쓰는건가요~??똑 부러져서 왔네요 어떻게쓰면 좋을까 고민중이네요,1,0,3,-0.017996747,0.52971387,부정,일반감성형
별로에요 머리가고정이안되요,1,0,3,0.2949326,-1.8799218,부정,일반감성형
배송빨랐고요. 케이스 장착 했을때밀리거나 하지 않고 잘 맞았습니다. 첨에 기포가 조금 있었는데 잘 눌러 붙이고 하루정도 지나니 깔끔하게 다 붙었습니다,5,1,0,0.75082886,-0.23031732,긍정,제품후기형
제품이 엉망으로 왔어요~! 박음질이 안되어서 제가 피스로 고정해서 사용합니다.,1,0,0,0.39666837,0.09355295,부정,제품후기형
아이들과 영화관갈때 챙겨ㄱㅏ니 아주 좋아요,5,1,3,0.76861787,2.387023,긍정,일반감성형
배송안된다고하고짱남,1,0,3,-0.13763638,-1.4984809,부정,일반감성형
새집이라 안어울리면 어떨까 걱정했는데 매우 깔끔하고 본기능에도 충실해요. 좋은 제품이라고 확신합니다.,5,1,0,1.2418736,0.98970705,긍정,제품후기형
일딴 무게 때문이라도 받침 두께 너무 두꺼워서 활용도가 너무 떨어짐니다. 하나더 필요해서 또 구매하긴 했는데 받침 두께 작은 것도 판매했으면 좋겠네요. 또 조립시 페인트 너무 쉽게 떨어집니다.,2,0,0,0.4498448,0.13791248,부정,제품후기형
가벼운거 위주로 올려두고 사용하고 있습니다.,2,0,3,1.0301608,0.6527823,부정,일반감성형
선택을 잘못했네요.,2,0,0,1.8640037,-2.874555,부정,제품후기형
완전 부드럽고 맛있어요 재구매했어요,5,1,1,-1.7566031,0.74660665,긍정,식품카테고리
생각보다 작아요 키우는 아이가 크기가 있으면 큰 사이즈 시켜도 되겠어요 사은품 감사합니다,5,1,3,1.6527289,-0.46964407,긍정,일반감성형
음악은 여러가지지만 그 시간이 너무 짧아요 한 10초~30초 정도면 한곡끝납니다,2,0,0,0.5635188,-0.95494103,부정,제품후기형
얼룩이 조금 묻어있었습니다...,2,0,3,1.568903,-0.9583672,부정,일반감성형
배송빠르고 좋네요 잘먹을께요,5,1,2,-0.20888817,3.5823612,긍정,배송중심
그냥딱배송왓는데딱한번입더니 안입고처바가두네요,2,0,3,0.75500005,-0.40981194,부정,일반감성형
너무 도톰하고 주름이 아래로 향해야 하는데 위로 향해서 불편해요,2,0,0,0.641571,-0.11595543,부정,제품후기형
엄청나게 커요 이렇게 클줄 몰랐네요,1,0,3,1.8320174,-0.1701856,부정,일반감성형
너무 ~ 너무 바가지~~/,2,0,3,0.28014034,0.09099774,부정,일반감성형
싸고좋아요,2,0,3,-0.0065941545,2.2179892,부정,일반감성형
크다고 해서 한사이즈 작게 주문 했더니 딱맞네요~,5,1,0,1.6739807,-1.4028198,긍정,제품후기형
왜 먹으면 설사를 하는지 ㅠㅠ,2,0,1,-2.6257415,-0.09434807,부정,식품카테고리
높이조절이 자유로운 슬라이드폴대 가성비 추천합니다. 색상이 은은하니 맘에드네요~,5,1,0,0.79576325,1.3481852,긍정,제품후기형
잉크량이 사이트에 나와있는 사진처럼 들어있지 않네요 ㅠ.ㅠ;; 적어도 50ml 이상 덜 들어서 배송이 왔네요. 정확한 용량을 확인 할수 없지만 사진과 다르게 와서 기분이 별로네요.,2,0,3,-0.13674597,0.04367378,부정,일반감성형
전기 탄냄새 심해요ㅠ폭발할거같은 느낌,1,0,0,3.453017,0.0843205,부정,제품후기형
향이 좋아요. 건강해지는 느낌입니다. 먹기도 편합니다.,5,1,3,1.5030202,2.129314,긍정,일반감성형
차분해지는지.잘 모르겠어요 더 써봐야 알겠지만 두세번 써본 결과는 차분해지는지 잘 모르겠어서 좀 아쉬워요,2,0,3,2.8097005,-0.16783777,부정,일반감성형
잘먹어요. 애들이좋아해서 꾸준히 구매해요,5,1,1,-2.1810164,0.86194843,긍정,식품카테고리
생각보다 튼튼하고 좋아요 그런데 조립시 나사구멍이 너무작아서 드라이버로 나사조이는게 빡세요..,5,1,3,0.6507259,0.1167692,긍정,일반감성형
비린내가 너무 많이 나내요...꽃게 상태도 그렇게 좋지 않은거 같아요 ..먹고싶어서 샀는데 다 버려야겠어요...,2,0,3,-1.5258889,-1.1290892,부정,일반감성형
택송실수가 있었는데 친철하게 조치해주셔서 기분이 좋네요^^,5,1,3,-0.80254364,-1.079873,긍정,일반감성형
누린내가 나고 4팩 중 2팩은 가운데 질긴 부분이 너무 많아서 실망했네요,1,0,3,-0.008707383,-0.6753726,부정,일반감성형
빠른배송감사합니다 내연식이라니 화력이 퍼지지않고 집중해줘서 빨리 끓어오르네요 내구성도 좋은거같아 관리만잘하면 잘쓸수 있을거같습니다,5,1,2,0.02779652,2.0986514,긍정,배송중심
재구매 그냥저냥 주름때문에 쓰고 있는데 효과는 모르겠어요,2,0,3,3.3235185,-0.5652623,부정,일반감성형
싼가격에 구매를 해서 그런지 ...,2,0,0,-0.523417,0.9614937,부정,제품후기형
잘 받았습니다. 효과 있었으면 좋겠습ㄴ다,5,1,3,-0.5802888,1.678573,긍정,일반감성형
완전 실망 정말 너무잘떨어집니다 정말 돈아까워서 소송이라도 하고싶지만한번에 다 붙여놔서 한번에 다 떨어졌네요,2,0,3,0.55193657,-1.3287368,부정,일반감성형
너무 물이에요......... 그냥쓴물,1,0,3,-0.14563909,-1.4823606,부정,일반감성형
두돌 아기가 사용중이고 머리가 작은 편이라 좀 크긴 하지만 사이즈는 괜찮았어요 걱정과 달리 배송은 빠른 편이었는데 어지러워서 걸을수가 없어요 애기만 씌웠으면 몰랐을텐데 제가 직접 사용해보니 정말 너무 어지럽더라구요ㅠㅠ 아쉽습니다,1,0,3,0.94619095,0.09556563,부정,일반감성형
1도 안잡아줘요 살을 ㅜ,1,0,3,3.0293634,0.48532626,부정,일반감성형
너무너무 조아요 돌지난조카가 너무신나합니다. 배송도빠릅니다,5,1,2,-0.26930332,3.1874373,긍정,배송중심
별효과 없네요 생각보단,2,0,3,3.5439858,-0.7223744,부정,일반감성형
핸드폰 보호가 안되는 기분... 강화 액정 햇지만 일주일만에 액정필름이 두번이나 깨졋어요... 둘다 문제인지 ㅠ ㅠ 충격 다 흡수 하는 기분 다음엔 다른 거 살거 같아요,1,0,3,-0.2344993,-0.9037148,부정,일반감성형
어머님 선물로 사드렷는데 너무 좋아하세여 저렴하게 잘 구매 햇어여~^^,5,1,0,-0.9375069,1.3604208,긍정,제품후기형
구성품이 덜오면 안되는 DYI상품인데 망치/ 안전캡 둘다 안온건 너무 했어요,2,0,0,0.15942256,-0.8501779,부정,제품후기형
80c 입어서 라지사이즈 샀는데 몸통은 여유있고 컵이 작아요ㅠㅠ 교환 귀찮아서 그냥 두렵니다..,2,0,3,1.491462,-1.4055717,부정,일반감성형
재구매 떡볶이 맛나요 치킨이랑 맛나오ㅡ,5,1,3,-1.7627219,0.6755074,긍정,일반감성형
글자체가 너무 이상해요..평이 좋아서 구매햇능데 넘 실망스러워요 ㅠㅠ 전화연락도 안되고 ㅠ 꽃은 이쁜데 글자체가 넘 촌스러워요,2,0,3,-0.22721931,-0.9518768,부정,일반감성형
^^ 그냥 만족스럽네요,4,1,3,0.11175258,2.469951,긍정,일반감성형
배송이 느린것만 빼면 좋아요,2,0,3,-1.0561086,-2.3296928,부정,일반감성형
한달도 안되어서 나사가 빠지고 검은 쇳가루같은게 떨어지고 안쪽에 지지대(?)인지 뭔지 빡~ 부러지는 소리가 나더니 발판두개가 주저앉아버렸습니다. 고칠엄두를 못냐겠어서 갖다버릴려고요.,1,0,3,0.20543297,-0.8633398,부정,일반감성형
고구마맛이 제각각이네요.. 짜투만 모아서 보내신거같아요.. 달지도않고 맛도 여러가지에요,2,0,3,-0.94530815,-0.34631342,부정,일반감성형
좌석 허리고정벨트가 고정이 안되요 시트좌석에 안 붙어있네요 자꾸 빠짐 돈 아꺄워요,1,0,3,0.4510516,-1.5282836,부정,일반감성형
먹어보고 괜찮으면 아기 이유식용으로 사용하려고 했는데 젖소라서 걱정했는데 맛있어서 아기 이유식용으로 사용하려구요!,5,1,0,0.72339076,0.49471313,긍정,제품후기형
퀄리티가 사진을 기대하고 구매하면 실망합니다.,1,0,0,-0.46546566,0.82002753,부정,제품후기형
빨아도 지워지지 않고 좋아요^^ 재구매 할꺼에요,5,1,0,-1.9351641,1.4847738,긍정,제품후기형
저렴한 이유가 있어요ㅠ너무 질기고ㅜ,2,0,3,3.322601,-1.5996081,부정,일반감성형
구입하니 왠지 마음은 편하네요..냄새는 며칠 쓰다보니적응되서 괜찮아요,5,1,0,0.49676648,0.48334116,긍정,제품후기형
여전히 냄새가 나네요ㅜㅜ아쉬워요,1,0,3,-0.057680972,-1.6743721,부정,일반감성형
배송 진짜 오래 기다려서 받았는데 뽑다가 끊 끈ㅍ어지고 밖에서 갑자기 끈 끊어져서 편의점 가고 ;;; 도저히 못 쓰겠다 싶어서 버리고 다른 마스크 샀엉ㅎ,1,0,3,-0.13651225,-0.03603571,부정,일반감성형
어머니 너무좋아하시네요,4,1,3,-2.5688267,1.3526167,긍정,일반감성형
신선한것같아 좋네요~~,4,1,3,1.410193,1.2853616,긍정,일반감성형
"밤고구마라해서 구매했는데..질뻑한 고구마 예요ㅜㅜ 섬유질 줄기도 많고, 한 박스 그냥 남았네요. 당도도있고, 섞은거 없이 깨끗하긴 제가 찾는 밤고구마가 아니라 손이 않가네요.",1,0,0,-0.85673237,0.3179514,부정,제품후기형
어쩐지 싸더라니.. ㅋ 옷은 걸리겟지만 코트 같이 무겁고 큰거 걸면 못버텨낼듯 해요. 실망입니다.,1,0,3,0.296614,-1.6983914,부정,일반감성형
배송은 빨랐는데 생각보다 사용하기가 불편해요. 미개봉중이랍니다..,2,0,0,0.5471,0.4943668,부정,제품후기형
배송 빨랏고 믿고 쓰는 샤오미네요,5,1,3,-0.42338476,1.5920591,긍정,일반감성형
완벽히 붙지 않고 뜹니다,2,0,3,0.7047732,-1.5713837,부정,일반감성형
아크릴봉 잘 받아서 잘쓰고 있어요 배송도 빠르고 감사합니다. 투명한 아크릴봉이 있어 토퍼만들기 너무 좋아요.,5,1,2,-0.33659515,2.4135187,긍정,배송중심
그냥쏘쏘에요 그냥쏘쏘,1,0,3,-1.189704,-2.8484168,부정,일반감성형
비례가 뚱뚱하고 마감도 뭔가 싼느낌이라 제품에 실망했습니다.,2,0,3,0.34809116,-0.34911275,부정,일반감성형
좋아요 지붕에 덮을 방수포를 검색중에 코스코에서 파는 제품을 보고 주문하게 되었네요. 배달은 엄청 빠르게 왔구요 물건도 좋은거 같아요. 양면이라 원하는 색으로 덮으면 딱일거 같습니다.,5,1,0,0.17046742,0.31214535,긍정,제품후기형
토끼꼬리가 넘나귀엽고 색깔도 맘에들어요,4,1,3,2.9266381,0.9096205,긍정,일반감성형
냉장보관해야되는 단점이 있네요 달달해요,4,1,0,0.12402138,0.33047837,긍정,제품후기형
4가지 색상 다 주문했는데 색상은 다 괜찮은데 불편하네요.날씬하신분들만 입으세요,2,0,0,0.82854366,-0.16484962,부정,제품후기형
딸래미가 완전 좋아해요! 최고에요,5,1,3,-2.38805,1.2382183,긍정,일반감성형
엄청난게 작은사이즈네영,2,0,3,1.7553246,-1.369546,부정,일반감성형
아이가 잘 쓰네요 만족합니다.,4,1,3,-0.72567683,1.5230762,긍정,일반감성형
유통기한 넉넉하고 아기가 잘 먹었으면 좋겠네요^^,5,1,1,-2.584697,-1.1137338,긍정,식품카테고리
피부에 확실한 효과가 있는진 모르겠네요.. 눈밑에 고정적으로 안붙고 자꾸 흘러내려서 팩하기도 엄청 불편하고 힘들어요 ... 눈도 따갑고 ㅠㅠ 재구매는 안할것같아요,2,0,0,1.01232,-0.70995235,부정,제품후기형
사이즈 맞고 무게가 35키로 55인치인데 앞으로 많이 기우네요. 스펙만 맞으면 다 가능하다고 해서 주문한건데....,2,0,0,2.4076483,-1.8875141,부정,제품후기형
"배송이 정말 빨랐고, 제품도 생각보다 마감이 좋네요 ㅋ 재구매 의사있습니다",5,1,3,-2.3180206,2.2422047,긍정,일반감성형
상단커버도 추가 구매사항이었습니까? 상단커버 없이 왔어요.,2,0,3,-0.07538775,0.24484234,부정,일반감성형
저렴이로 자주쓰려고 산건데 가격대비 성능 좋습니다피부가 보들보들해지는 느낌? 자주자주 듬뿍듬뿍ㅋ 아주 좋습니다,4,1,3,1.8727998,1.7549942,긍정,일반감성형
별로입니다 양도 많이 주문했는데 막 만듬,1,0,0,0.307047,-2.386694,부정,제품후기형
똑딱이불편..가격ㅇ값 하네요ㅠ,2,0,0,2.2001824,0.32123965,부정,제품후기형
중간에 연결하는데 걸림 ㅡㅡ고급형이라더니 기존것보다 못함,2,0,0,0.34636945,-0.40359455,부정,제품후기형
배송도 빠르고 테스트해보니 사용법도 간단하고...불빛도 눈부지지않고 자극도 적고 은은하니 좋습니다 타이머 기능까지 있어 기대됩니다 많이파세요 감사합니다^^,5,1,2,0.3265872,1.995938,긍정,배송중심
정사이즈에 맞게 왔어요 설치도 간단하고 가격도 착해서 너무 만족스러워요,4,1,3,2.9962094,0.40489453,긍정,일반감성형
네이비는 사이즈제대로왓는데요 검정은 105시켯는데 95로왓네요 겉포장지만 105라구되잇고 티보면 95라고되잇고 재대로포장하세요,2,0,3,-0.06437715,-0.8652953,부정,일반감성형
3월 5일 왔는데 유통기한 3월 9일까지임 ㅡㅡ 배송도 너무 느리고... 너무함,1,0,3,-2.2275715,-1.4978976,부정,일반감성형
배송지연이 좀 있었지만 과자는 맛나네요..살짝 더 달면 더 맛날꺼 같은데..애들꺼니깐..^^ 근데 제가 더 많이 먹는..ㅎㅎㅎ,2,0,1,-1.3808885,-0.8288219,부정,식품카테고리
재구매 이제야 리뷰를 쓰녀요 고구마 엄청크네요 다먹고 네개남았네요 또 주문할께요,5,1,1,-1.1835692,0.2680949,긍정,식품카테고리
두번째 구매인데 이번에는 추천할 수 없습니다. 두 번째 구매입니다. 황토색흙이 검정색 가까운 흙으로 변했습니다. 그건 괜찮습니다. 하지만 감자맛이 아닌 듯합니다. 속이 늙었고 전반적으로 상태가 좋지 않습니다. 잘 쪄도 구수한 감자맛 나지 않습니다.,2,0,0,0.06901965,0.6196598,부정,제품후기형
조립도 안되고 설명서는 영어어 중국어 멘붕ㅋ,2,0,3,0.19655176,-1.3486023,부정,일반감성형
마감처리도 깔끔하고 지퍼도 부드럽게 열고 닫혀요. 배송도 빠르고 가방무게 자체가 가벼워서 좋네요. 마음에 들어요~,5,1,2,2.9418848,1.5117159,긍정,배송중심
아직 좀더 써봐야 알겠지만 시원하고 좋은거같아요!,5,1,3,2.5763888,-0.12151161,긍정,일반감성형
잘 스고 있습니다 좋아요,5,1,3,0.4124768,1.1612043,긍정,일반감성형
이렇게 상판 스크래치가 심한 상품을 보내다니 실망이네요. 자잘한 스크래치 수준이 아니라 길게 패인 상처가 여러개 있어서 가리지 않으면 매우 거슬리는 정도에요. 교환은 번거로워 그냥 깔개 덮고 사용하지만 다음부터는 제대로 검수하고 보내주시길 부탁드려요.,2,0,3,-0.26346716,-0.48555905,부정,일반감성형
컴퓨터가 빨리 잘 돌아가요,4,1,3,-0.18390952,0.92972773,긍정,일반감성형
우리집과 맞지 않음ㅠ,1,0,3,2.6820483,-1.9909962,부정,일반감성형
유분기가 좀 있어서 별로,2,0,3,0.42004815,-2.704711,부정,일반감성형
귀엽~ 이제부터 쓰겠네했는데 코로나...,4,1,0,0.17427978,0.7584966,긍정,제품후기형
소리나는 제기를 신청했는데 소리나는 제기는 판매를 안한다고 하네요!!그럼 사전에 전화를 주셔야죠!!!,2,0,0,-0.30531394,-0.09902447,부정,제품후기형
주물이라 무게감 예상했는데 좀 힘들어서 사용 안하고 고이 모셔두게 되네요. 웍도 사려고 했는데 주춤해요.,4,1,0,0.7723528,-0.29259583,긍정,제품후기형
개코들이 너무 잘 먹어요,5,1,1,-2.7186007,-0.16212314,긍정,식품카테고리
원래 모든 호박베어리가 다 이렇게 마감이 엉성한지는 모르겠지만 이음새부분이 모두 들떠있는데 끼워지지도않고 반품하고싶으나 제주라서 반품비가 더 나와 그냥 씁니다,2,0,3,0.014938658,-0.58492273,부정,일반감성형
입에서 살살 녹네요. 너무 신선하고 포장도 꼼꼼했어요. 재구매각!,5,1,3,-1.485519,0.9527029,긍정,일반감성형
엄마에게 선물해드렸는데 아주 좋아하세요,5,1,3,-2.4579685,1.306284,긍정,일반감성형
원단이 원단이 별로네요 좋지 않아요 환불하려다 배송비가 더 나와서 그냥 입어요 그만큼싸니까 그렇겟조,2,0,3,0.16328682,-1.481924,부정,일반감성형
깔끔한디자인에 이중이라 좋네요,5,1,3,1.986633,1.1279589,긍정,일반감성형
배송빠르고 가격 저렴하고 다 먹으면 또 구매할꺼예요~,5,1,2,-0.45714316,3.007149,긍정,배송중심
너무 늦게와서 써먹지도 못 하고 ㅠ 결국엔 발만 구르다가 다이소가서 비슷한걸 사왔네요..속상해요,2,0,1,-1.4376978,-0.96960944,부정,식품카테고리
일체형이라 사용하기 편해요~=,5,1,0,1.1413261,0.7611972,긍정,제품후기형
가성비 아주 좋아요ㅎㅎㅎ 민감형인데 기본 하나만 발라도 꽤 오래 수분이 유지 되네요. 더 오래 지속 원하시면 수분크림 하나 플러스하시면 아주 좋을듯 해여,5,1,3,0.74481976,2.1565878,긍정,일반감성형
"화이트,네이비주문했는되화이트만왔네요 바닦도얇네요",2,0,0,-0.11070948,-0.09183234,부정,제품후기형
순식간에 사라지는 간식,5,1,3,-2.3227654,-0.790307,긍정,일반감성형
전혀 저런색 안나와요ㅡㅡㅡ,2,0,3,0.50525635,-0.16226193,부정,일반감성형
사진빨입니다.ㅜㅜ 그냥 싼맛에 막 쓰고 교체하기엔 괜찮겠어요,2,0,0,0.28935274,0.3746124,부정,제품후기형
나무가 깨져서 왔는데 설치기사님 말도안하고 설치비 받고 그냥 가셨음,1,0,3,-0.56169176,-1.5042068,부정,일반감성형
맛이없... 사무실에 두고 안 먹어요..,1,0,1,-1.6375501,-0.22470962,부정,식품카테고리
해외가서 잘 입을게요 하랗,5,1,3,0.1300665,0.69093823,긍정,일반감성형
좋아여~친철하세요~좋아여~친철하세요~,5,1,0,0.88727206,1.9270362,긍정,제품후기형
촉촉해서 촉촉하네요,5,1,3,-1.3539168,1.0681447,긍정,일반감성형
배송 엄청느리고 판매자 연락도 잘 안되요,1,0,3,-1.1407284,-2.1097612,부정,일반감성형
앞면 코팅되어있는 부분이 벗겨진 곳도 있어요,5,1,3,-0.1340174,-0.8302576,긍정,일반감성형
일단 너무 포장이 허술한거같아요 서로 부딪혀서 께진게 많아요 택배가 험한거 모르시나봐요 포장을 신경써주시면 감사하겠습니다,2,0,3,-0.64416474,-0.69626486,부정,일반감성형
무심코 한 번 써보자 싶어 주문해서 쓰고 있는데 뚜껑을 돌려서 열어야 하는 불편함이 있고 치약 성능이 좋은 지는 판단이 어려움. 재주문 의사 없음,2,0,0,0.7073126,0.23746526,부정,제품후기형
한개먹고 응가를해서 ㅋ꾸준히 먹여봐야 효과를볼것같아요,2,0,1,-2.351614,-0.3859019,부정,식품카테고리
무난한가격 좋음 가격대비 훌륭합니다. 네임벨류도 괜찮고 타건감도 괜찮은편입니다. 10만원가량이 아깝다고 생각되진않내요,5,1,3,1.824385,1.4905535,긍정,일반감성형
그닥 좋지는 않습니다 싸니까 그냥 바디로션겸 막쓰는 정도네요,2,0,3,0.30449164,0.056199584,부정,일반감성형
고장나서 교체했는데 제품 자체가 부실한듯. 조만간 또 고장날거 같아요.,1,0,0,-0.24944451,-0.40938127,부정,제품후기형
재구매 늘 사용하는 제품이에요 만족,5,1,0,0.65219116,0.6114692,긍정,제품후기형
전부터 쓰던거라 재구매용,5,1,3,-1.8801258,1.8040516,긍정,일반감성형
ㅂㅈㄱㄷㅅㅈㅅ ㄱ지딪ㄱㅅㅂㅇㅂㅂㅈ긔ㅢㄴㄱㅅㅂㅈㅂㄷ기ㅡㄱㄴㄱㅅㅈㄱㅂㄷㅂㅊㄱ짇ㅋㅈㄱㅎㄱ짇븝ㄷㅈㄱㅊㄱㅈㄷㄱㅈㄱㅈㄱㅈㄱㅈㅂㄷ,2,0,3,0.28014034,0.09099774,부정,일반감성형
입자마자 허리끈 받쳐주는 실이 끊어졋네요 ㅠ이부분은 개선조 되었으면 ㅠ,5,1,3,0.51943326,-0.4295671,긍정,일반감성형
조금불편해요 잘사용해볼께요,2,0,3,1.5392559,-0.67223346,부정,일반감성형
다른데서 산거랑 비교되게 용량이 좀 작게 나온거같네요... 정품 맞는거죠?!,2,0,3,1.8799694,-1.458946,부정,일반감성형
처음에 빡빡하게 설치했는데 시건이 지나면서 줄어들어요,2,0,0,1.2887037,0.44422805,부정,제품후기형
망망~~~~ 똥손은안사요ㅠㅠ,1,0,3,0.3158815,0.41197026,부정,일반감성형
저렴하니 아주좋아요,5,1,3,0.8832562,2.4677942,긍정,일반감성형
"석류 제품 3개가 가위질 된채로 왔네요, 먹다가 물이 새어 나오길래 뭔가 했는데 석류 곤약젤리 물이었어요... 다음에는 상품 확인하시고 보내주시길...",1,0,0,-0.72311336,-0.15123631,부정,제품후기형
여전히 좋아요 제각각의 향이 매력있어요,5,1,3,0.16370046,1.1611844,긍정,일반감성형
오 제가 먹고 싶었던 맛이에요 매우 만족합니다 이렇게 정성스럽게 만들어 주시는 분들 덕분에 편하고 행복하게 먹을 수 있게해 주시는게 더 고맙습니다!,5,1,1,-2.4853907,0.17327313,긍정,식품카테고리
발라놓고 몇 시간 후에 물로 닦으니까 잘 지워지네요,5,1,3,-2.8529668,-0.94705725,긍정,일반감성형
사이즈도 딱 맞고 배송도 빠르고 좋네요~,5,1,2,-0.13776858,3.5995147,긍정,배송중심
한박스에 보낼거면 왜 6개당 택배비를 받는건지 모르겠음 택배비로 돈버는건가?,1,0,3,-0.7620862,-0.61701727,부정,일반감성형
설명과 다르게 연필에 찍힌 자국이 남아요,2,0,3,-0.27281362,-0.45619637,부정,일반감성형
퍼즐이랑 딱 맞아용,5,1,3,2.6183436,-2.0577269,긍정,일반감성형
맛이좋아요 알로에사포나리아 아로니아즙 1팩씩 되있는 것도 먹어봤는데 그건 아무 맛이 안났는데 이건 배즙 맛이 나서 더 맛있어요!! 알로에 생잎에도 넣어서 갈아먹었네요^^,5,1,1,-1.900614,-0.16699047,긍정,식품카테고리
너무 적어 렌지 싸이즈에 안맞인요 뚜껑이 벌써 어긋났어요 절대 비추입니다,1,0,3,0.32093066,-1.5972931,부정,일반감성형
리본은 빵묶는끈? 으로 묶여있는데 원래이런가요? 인쇄도 끝부분은 허여멀건하네요... 옷핀은 떨어져나갔어요 ㅠ ㅠ,1,0,3,0.7503182,-0.83091754,부정,일반감성형
싼게 비지떡인지 스텡에 붙은 비닐떼는것도 힘들었는데 설치한것도 딱 안맞고 약간 흔들흔들해요,2,0,3,0.6455339,-1.5631347,부정,일반감성형
참 맘에 들어요... 조립은 동영상을 봐야 쉽게 가능하네요. 책자는 복사한거라 잘 안보여요.. 모터 소리가 생각보다는 크네요. 참고하세요,5,1,3,1.793706,0.14244922,긍정,일반감성형
제품 빨리 배송하고 너무 좋아요 많이 파세요,5,1,3,0.9470848,2.606668,긍정,일반감성형
잘사용했어요 문자도 바로빨리날아오구 싸게살수있어서 좋았어요! 다음에도 또 이용할게요~~추천!!^.^!!!,5,1,0,-1.018191,0.81637514,긍정,제품후기형
가성비 최고 거실이 좁은 편인데 쇼파가 크네요 생각보다 ~^^,5,1,3,-1.1373914,1.9183571,긍정,일반감성형
재구매 두번째부터 컵 걸면 떨어질거 같아요,2,0,3,1.7288215,-1.3414158,부정,일반감성형
절대로 안빠짐 시간낭기 돈낭비 ㅡ.ㅡ진짜 반신반의해서 했는데 진짜 안되네요ㅋㅋ,1,0,0,0.19285633,-0.77678293,부정,제품후기형
전안되겠네요ㅠ암만해봐도 안돼요ㅠㅠ,5,1,3,0.9377687,-0.19265106,긍정,일반감성형
가볍게 잘 입겠습니두,5,1,3,1.0614821,0.07288055,긍정,일반감성형
저가 중국산 고대로 파는거,2,0,3,0.20856795,0.047353435,부정,일반감성형
배송도 늦구. 오바로크도 엉망입니다... 졸면서 박음질 하신듯한 물건이네요,2,0,3,-1.4149486,-1.4085753,부정,일반감성형
힘들게 완성해서 창틀에 붙였는데 찍찍이가 다 떨어져서 버렸습니다. 고객센터에서 저보고 찍찍이 구매해서 붙이랍니다 교환 환불도 어쩌구 저쩌구... 그냥 버린다했습니다,1,0,0,0.17543012,-0.84358907,부정,제품후기형
늘 쓰던건데 리필용으로 추가구매했어요ㅎㅎ,5,1,0,-0.63150716,2.3432622,긍정,제품후기형
정말 부드럽고 잘 늘어나고 엉덩이 부자인데 좋으네요,4,1,3,0.52178943,1.0109991,긍정,일반감성형
배송도빠르고너무좋네요,5,1,2,-0.18139018,3.5330799,긍정,배송중심
사진처럼 가로 150cm x 세로 150cm 창문용 블라인드는 2개로 가볍게 됩니다~ 타인의 도움 없이 혼자 블라인드를 (그것도 못질 없이) 달 수 있을거라고는 상상도 못했는데 안뚫어고리 덕분에 거뜬히 완료했습니다ㅎㅎ,5,1,0,0.09663131,0.11863059,긍정,제품후기형
아로마향도 은은하니 좋고 만족합니다..,5,1,3,-0.92156494,2.2367425,긍정,일반감성형
하나는 접착이 삐뚤게 되어서 왔네요,2,0,3,-1.2436987,-0.9439615,부정,일반감성형
너무만족해여 향도좋고 패키지병도너무맘에들아여!,5,1,3,2.5471926,1.6873093,긍정,일반감성형
배송이 4~6일보다 더 걸렸구요. 상품 5개 사서 3개가 취소되고 2개 겨우 배송받았네요.5월말에 주문해서 지금 6월 중순 넘어갑니다. 바쁘지 않아 감안하고 주문했지만 중간 중간 배송취소랑 결제취소 맞게 되는지 확인한다고 좀 신경쓰였네요,2,0,0,-0.5184419,-0.13720956,부정,제품후기형
꾸준히 먹지 않긴한데 머리카락이 미미하게 덜 빠지는것같아요,4,1,1,-2.952631,-0.09804008,긍정,식품카테고리
종이같아요,5,1,3,1.4993691,-0.37799892,긍정,일반감성형
좀무거운감이 있네요~~,2,0,3,0.7489215,-0.32940403,부정,일반감성형
너무 걱정했는데 걱정했던것보다는 괜찮아요^^,4,1,0,1.268766,1.08536,긍정,제품후기형
재구매 매번 재구매하는 칫솔~!! 좋아요,5,1,3,-1.645159,1.5243148,긍정,일반감성형
주문한 그림과 다른 종이컵이 왔고.. 너무 약해요 다른제품보다는 가격대가 있길래 튼튼한줄알았네요,2,0,3,0.6082374,0.5351018,부정,일반감성형
