,score
145731,5
33449,2
27481,5
70051,4
160951,1
77013,2
52289,2
31056,4
144989,2
106940,2
5167,2
20962,5
64561,2
159792,2
148615,4
31378,4
137264,5
29283,4
32437,4
186007,1
49735,4
157779,2
89063,4
104796,5
186101,1
172494,2
94624,5
95888,1
149079,4
126651,2
146324,5
86545,5
24664,5
20686,1
75923,5
68596,5
51171,2
36048,5
105575,5
170845,5
99225,2
1984,5
162659,5
140217,4
71609,2
1988,2
113920,5
21582,2
86169,5
121850,5
30905,5
55159,2
186037,1
198152,5
17669,2
150284,2
55153,2
83362,5
100074,1
118925,5
98522,5
20248,5
45706,5
181460,5
154096,5
96881,1
166037,5
153451,2
163766,1
917,1
24026,1
190067,1
92134,1
11336,5
55119,5
27026,2
125263,5
36231,2
143786,5
192509,2
37851,2
52934,2
87787,4
129543,5
8345,1
2599,1
15371,5
17930,5
49062,2
164803,5
190156,5
132006,2
174267,1
108069,5
138827,2
105966,2
63177,5
30726,5
191924,2
55238,4
37453,5
161640,5
62595,2
132711,4
14168,2
126192,5
138973,5
141613,2
136751,5
13938,1
1996,1
123997,1
109195,2
170412,5
110232,4
23114,1
196644,5
182573,2
177640,1
153150,4
87964,5
57285,2
172188,5
73764,2
114005,4
17929,2
182605,1
151808,2
126752,5
151657,5
20823,1
1074,2
163887,5
29691,2
170065,1
181454,5
115423,5
8301,1
185081,5
129141,4
22984,1
12117,2
133692,5
22799,4
126082,5
159873,4
127652,5
86342,4
106053,1
90785,5
91513,5
144320,5
86861,2
96039,1
51774,2
139946,4
144905,5
65456,5
191288,1
47490,5
81072,5
145241,4
73404,5
119552,5
37110,5
78026,2
58276,5
169859,5
126544,2
83608,5
99039,2
85150,4
117045,5
174430,5
112375,1
38319,2
105250,5
128633,4
41791,5
27378,1
118578,2
129959,5
155904,1
4164,1
71595,1
41597,2
117991,4
62036,1
25782,1
130271,2
186902,5
194266,2
52479,5
92723,5
111211,5
154240,1
116600,4
65075,2
14197,5
144102,5
144383,5
7878,2
132451,1
39544,2
143711,1
161936,2
83127,2
2613,2
120298,5
113266,2
172915,5
139984,2
79637,2
190109,2
185970,2
113135,5
82728,2
102911,5
163426,1
130396,5
67568,5
99596,5
30738,5
76690,1
192771,5
141919,2
161588,2
108805,2
114309,2
154135,1
110532,2
92197,4
125475,2
136774,5
186262,4
185564,2
93430,1
73738,5
173165,1
113814,5
112951,2
58521,5
165326,5
51769,4
121447,2
60856,2
121016,2
97895,4
39108,4
30410,2
96493,5
20406,5
176444,1
40726,4
166024,5
101394,2
80098,2
92262,2
144322,2
59167,2
132396,2
150387,5
83969,1
71804,5
34532,2
60072,2
78750,1
157849,2
11853,2
102218,5
96523,5
113051,1
139258,2
932,1
56477,2
46033,5
186190,2
174539,5
62414,2
122193,1
182923,2
124229,5
158046,5
13096,2
137595,1
113559,5
13046,1
125638,2
105251,5
82778,5
29797,5
192090,1
151238,1
73456,1
44547,5
15110,2
163494,2
84241,4
30059,1
9085,1
151704,5
134287,2
22576,5
84541,4
42600,2
110445,2
107926,2
134544,5
75034,2
2393,2
82220,2
180976,5
77668,4
27995,2
17357,5
119409,5
83750,2
14515,2
44252,2
198689,5
121436,2
65941,5
160415,5
12534,5
103422,5
8351,5
107747,1
88178,2
25771,2
133477,1
63589,1
127946,2
29329,5
153336,5
79262,1
48808,4
177925,5
126820,1
918,5
173166,4
12984,1
127127,2
130844,5
26810,4
30100,5
75777,5
25242,5
172527,2
44331,2
131671,2
65713,2
4301,4
156451,2
130432,5
152043,1
195382,4
163729,5
32090,5
124383,2
137855,2
46128,2
153854,5
196066,4
176874,5
10228,5
38732,4
51873,1
64901,2
26293,2
19468,5
168763,5
147633,2
34089,1
103612,5
185152,5
109844,5
80466,4
148766,1
94194,1
15547,4
193641,5
47382,2
135252,2
18677,5
47109,5
105206,2
188782,5
182457,5
166830,5
61614,5
28236,1
95321,2
94543,4
42399,5
96303,5
148192,2
81256,5
151553,5
4440,5
44952,2
141658,2
161124,2
53617,5
102533,2
114637,2
137573,1
179095,5
126429,5
172686,1
103067,2
105876,4
487,1
134861,2
1702,1
94810,5
56763,5
137368,5
124405,2
23569,5
2841,5
135520,1
43564,2
66887,5
196313,5
30629,5
35868,5
173850,5
83091,5
111353,5
53903,5
51594,4
180059,2
51085,5
60191,1
25325,1
189895,1
66128,5
115821,4
88930,2
166951,4
74447,2
57637,1
192065,5
183982,2
50257,5
72687,2
166624,5
114571,2
1811,5
47132,2
27096,4
158652,5
119906,4
23391,2
77006,2
23742,2
162136,1
190336,5
26086,2
54684,5
100615,5
187577,5
23922,5
22407,2
194707,4
67858,5
132180,2
1098,5
41502,2
144949,5
16224,1
31262,5
175534,5
60889,5
85634,1
119389,2
29595,5
198975,2
173928,5
35187,5
108007,5
3556,2
45203,5
12139,2
158459,5
116846,5
161844,2
125701,2
169169,2
148672,2
152847,5
68275,1
166526,5
157951,2
69946,5
185676,4
71396,4
84308,5
94069,2
100568,1
190417,2
31833,5
19713,4
55322,1
50339,5
107876,5
184058,1
136875,5
38395,1
30004,5
51352,2
158016,1
174373,2
80664,5
169261,2
148834,1
4643,2
168609,5
41410,4
75699,2
130217,2
44492,2
147245,5
142654,1
137958,1
111462,5
198612,4
179050,2
70777,1
144005,5
106705,5
133648,2
196024,5
61865,1
137903,2
153190,1
181952,1
170705,5
56429,5
94079,4
55114,5
12975,2
55172,5
79213,1
188794,5
11893,2
97184,1
34556,1
1782,2
117562,2
41428,5
23631,5
187618,2
67978,2
194580,2
131916,2
192244,5
48169,4
169279,5
164228,4
190694,5
2333,5
94176,1
14647,2
144930,4
39539,2
19806,2
102084,2
182134,2
28359,5
11802,5
165810,2
15067,5
111704,5
110222,5
189015,2
72833,4
16802,5
39364,5
193718,1
104288,5
187945,2
143377,2
105203,4
78059,5
152409,5
82539,5
145301,1
133954,5
168976,5
186197,5
104839,5
19132,2
144793,5
74716,5
156275,2
187884,1
96787,1
16169,2
142282,2
37924,2
122652,2
78974,5
70194,2
189091,2
158437,4
42215,5
41454,5
190207,2
65151,2
175798,5
120992,5
28812,5
13623,4
143827,5
190352,5
12282,5
179656,2
41780,2
112881,5
145687,5
135468,5
109032,2
30365,5
53808,5
58993,5
121313,5
137261,2
21156,5
61971,1
16984,4
148393,4
3684,5
8946,2
100268,2
197498,2
117433,1
126592,2
179716,5
197704,5
28174,2
95071,5
10571,1
151222,2
191736,1
138470,5
114454,5
127109,4
194673,2
60540,4
51119,5
88597,2
51336,5
41192,2
179143,1
103440,1
137319,5
132880,5
953,5
154523,2
69600,1
175267,1
17199,5
164872,5
35664,5
88856,2
151976,5
1776,5
5861,5
193033,4
118696,5
81992,1
167847,5
3313,1
125590,5
56028,5
13010,2
22335,2
153090,5
155099,2
161209,4
58825,4
190691,5
9744,5
48770,2
181765,5
116977,5
184301,5
38379,4
83015,2
94414,1
135404,4
49950,5
168203,5
153936,2
148130,4
143350,5
148905,5
26320,5
87232,5
84738,5
278,5
30645,5
86340,5
125303,4
46503,5
15729,5
125247,2
21479,5
126731,2
53964,4
130576,5
14514,2
49703,5
57586,2
13589,5
63354,1
42712,5
115179,5
152091,5
175426,5
146653,5
3492,1
189799,5
139508,2
47980,1
39684,2
815,1
191049,5
150465,1
158418,5
172042,5
8447,5
70316,2
31834,5
40121,5
110582,5
176975,5
142386,1
81870,1
37051,5
194227,2
166417,2
46516,2
117676,5
151831,4
71211,5
111377,1
123204,4
47207,5
134369,2
28389,2
17562,2
89339,2
32339,5
98525,4
37609,2
181993,2
187002,2
113830,2
139534,1
66466,5
35623,1
157646,5
30985,1
176078,5
181325,2
26483,2
4922,1
175596,4
36796,2
69336,4
79696,2
151457,2
165284,2
106924,2
110677,5
27563,1
20456,5
34204,5
157884,4
87623,2
72745,5
7606,4
185308,2
77294,5
169707,2
86812,4
176938,5
80003,5
61700,5
35597,1
114770,1
20993,1
156597,5
22025,1
164483,2
93988,5
67123,4
140542,5
168845,2
119231,5
65748,2
40661,4
102092,5
187125,5
125947,5
163600,2
127455,4
22268,2
91415,5
92853,2
11583,2
2450,5
101961,5
21571,5
182393,5
2912,2
157391,2
25459,1
13272,5
44472,5
106533,2
125207,2
193,5
46879,5
123824,5
190706,5
139895,4
44984,2
107292,5
141671,5
194037,5
146191,5
132552,5
32782,5
180288,2
99613,5
136958,5
182071,5
67628,5
172474,5
93830,5
11957,5
136083,1
6865,5
49943,5
88193,4
93739,5
153266,5
103452,4
138415,1
95232,2
56060,2
120413,2
80348,5
196353,1
189016,1
45171,4
76911,1
76497,2
74302,5
178030,2
5260,4
45844,1
50416,1
4769,5
178157,5
2325,5
21758,2
186129,4
88475,5
111690,2
11125,5
14042,5
177241,5
407,1
181398,4
186096,5
167528,1
16487,5
186812,2
12625,2
117698,5
142344,4
16138,5
191073,1
56058,2
54782,2
116614,5
30724,2
119902,5
90878,2
150168,5
8719,5
170599,1
16232,5
149009,2
18675,2
32299,1
85246,1
3634,5
144579,1
85077,5
111461,5
45611,4
54887,2
129818,2
194715,5
105561,5
74998,2
8985,5
38647,5
120710,2
127346,2
52438,5
123175,2
133443,5
47580,2
141468,2
64927,5
103547,1
184306,5
194249,1
135853,1
37796,5
155395,1
131586,2
44647,5
110741,5
84212,2
38980,2
82891,5
11967,2
130225,2
107885,1
35069,5
35138,1
78961,2
106698,2
139083,4
61272,5
49163,5
46615,2
32577,5
10211,1
166546,2
134348,5
75595,5
169406,5
159402,5
183616,5
102291,5
15277,2
127688,5
38623,2
96509,4
65056,2
29735,2
172361,5
153031,2
38403,5
6875,2
171382,4
195998,4
134331,5
136960,1
131756,5
66454,2
22661,1
33908,5
49894,1
196936,4
77415,2
59193,4
52561,5
155808,5
189084,1
80102,5
101671,5
56643,4
67835,1
164771,4
134392,4
121238,2
98584,5
15590,2
37569,5
142833,1
2795,5
36250,5
63904,5
121446,5
47817,4
191415,2
136077,2
38250,4
12485,1
198188,4
77348,1
136830,2
129183,2
48733,5
171749,5
188210,2
72732,2
193598,2
97115,2
82326,2
174778,4
76115,2
40604,1
12178,1
17830,2
115010,1
18742,5
86672,2
34186,4
155056,5
187244,5
157325,5
110810,2
39954,2
24372,5
145629,2
17630,5
33177,5
76901,1
51826,2
158828,5
113800,5
155559,1
91636,1
72985,5
164355,1
93451,5
73402,2
128076,2
52716,5
48866,5
21207,1
176301,2
36223,2
73716,1
108133,5
82104,5
137758,5
12410,4
123412,2
138927,2
7852,5
118217,5
144456,1
150836,2
195828,5
182044,5
13484,5
151097,5
174679,1
102190,2
117033,5
120491,4
105429,5
173614,5
26062,2
177446,2
18002,2
88748,5
30686,5
87413,5
100296,2
183497,1
85592,4
140609,2
117561,2
75971,2
186837,1
22272,5
137991,5
18812,2
116880,2
127306,5
129669,2
63206,2
23408,5
17344,5
38411,4
48542,5
118461,1
3328,5
34492,5
127395,4
30146,1
133712,1
189888,5
100004,5
109300,4
184068,2
145465,5
70959,5
51127,5
56159,1
133729,1
53144,2
168521,2
153717,5
6871,4
17673,1
173786,2
46801,5
44511,2
93378,5
86825,4
83246,5
160613,1
157342,5
57608,1
181376,5
193126,5
42227,2
155022,4
24518,2
120788,2
186191,5
118975,2
120011,1
140324,5
122791,5
156734,2
100293,1
3262,5
28762,2
100421,5
87023,5
183506,5
5565,1
70453,4
155472,2
1427,2
104830,1
42683,5
12197,2
160312,5
23946,5
14438,5
109517,5
117339,4
58863,1
116677,5
199113,4
71203,1
144404,5
50056,5
131558,5
74293,2
119385,1
105374,4
50893,5
148475,4
129535,2
52356,5
40286,1
58363,5
78870,5
58821,4
167669,2
87470,1
88920,5
197591,4
27052,4
165964,2
120938,2
172925,5
94026,2
149599,5
60353,2
48540,2
198316,5
14320,5
146554,2
109988,5
116366,1
191106,5
46647,5
28315,5
49214,4
134346,5
152742,5
11264,5
183427,2
57324,5
5364,1
162124,5
55359,5
131331,1
189615,5
60929,2
145063,1
16675,1
5828,1
186665,5
60820,5
130146,5
34268,5
193562,2
117859,5
117387,2
9602,5
148119,2
193872,2
176085,5
43870,2
94511,5
168807,5
43450,2
37162,5
90325,5
155141,5
84693,2
62231,1
113834,1
169619,5
101186,5
54865,5
94123,1
186762,1
85399,5
188621,5
54657,2
143461,5
75007,2
3157,5
93150,5
124051,1
68949,5
197988,1
140457,5
123035,5
84716,5
125210,5
6732,2
165044,2
45011,5
82524,2
15655,5
41455,2
146955,5
136635,5
190328,1
21522,4
115794,5
125432,2
126290,5
112885,2
171242,4
71761,5
164044,5
83059,5
54602,2
58058,1
125814,2
103298,2
61266,4
141341,1
25790,5
114064,2
186516,5
150975,5
130040,1
88180,2
139607,5
42245,2
122263,5
86229,1
107463,1
48010,2
85613,1
192012,1
69522,2
3350,2
97061,1
123790,1
169456,2
180311,1
26102,5
190188,5
138335,5
143459,2
191555,5
99999,5
189633,5
179771,5
42976,1
15065,4
64182,2
19070,5
188851,2
44949,2
61257,2
96611,5
107338,5
194819,2
186770,2
21320,2
60329,5
157289,2
195765,1
126249,1
16845,4
62775,1
39133,5
18331,5
94757,2
1259,5
52113,1
8735,2
78955,5
57124,2
33175,5
48188,2
12449,2
614,5
123181,5
15356,5
87531,2
79532,2
162016,1
18730,4
153632,5
127586,1
65316,2
36591,1
38983,1
78492,5
130755,5
97255,5
127703,2
61437,1
42475,4
47462,4
102229,2
166284,2
137347,2
3702,5
141172,4
43770,5
30968,1
6142,2
14672,5
114057,5
191355,1
54262,4
75884,1
135061,2
141280,2
75852,5
17003,1
8083,5
112609,2
148170,1
99929,2
121910,5
142158,5
66421,2
84842,2
37663,1
48982,5
31506,5
50069,5
9512,5
31132,5
20616,5
80735,5
187667,4
106193,5
145477,2
50973,5
161059,2
20019,5
122807,5
191613,2
131273,2
3722,1
81697,4
136005,5
123983,2
67424,5
145820,5
161527,2
182293,5
118203,1
182182,5
172781,5
76365,2
102999,1
30475,2
106935,1
129838,2
98386,2
194694,1
15050,2
195554,1
111682,2
190853,2
11069,1
174372,5
181603,2
195983,5
159447,2
51418,4
178985,2
30872,2
38660,2
187741,5
73250,5
77799,2
35344,1
49445,2
98634,2
124201,5
74563,5
151509,2
107409,5
42408,2
20682,5
170963,2
144560,1
177754,2
128278,5
57628,2
41528,5
26358,2
102074,5
104094,4
109340,2
33194,2
65496,2
105316,4
13691,2
79764,2
182742,2
10960,2
194013,2
70964,2
99917,2
37109,1
175792,4
170775,5
146269,5
114660,2
176827,2
190169,1
54280,5
35626,1
43880,2
88787,1
109499,2
37885,2
195072,5
41017,5
96353,4
191680,1
146342,1
48072,2
47911,5
113584,5
188456,5
68634,5
63787,5
103145,1
69981,5
59932,2
122744,2
40648,5
113657,5
115898,2
105894,1
70282,2
44953,2
30719,2
58354,5
194737,2
1406,2
58525,5
188477,4
57527,5
61212,5
3783,2
81605,2
129075,2
170881,1
35200,2
48149,4
116192,5
23440,5
162924,5
140521,2
56177,5
60562,2
8633,1
61910,2
78703,1
55015,5
141775,2
57054,2
133813,5
45582,2
42449,2
153557,2
56178,2
68694,5
60937,2
116754,4
170819,1
172068,5
70517,1
146532,1
108096,2
162520,2
91872,5
38943,2
131064,1
156492,5
103136,5
36750,2
43961,2
169505,5
104743,1
131115,2
141301,2
7526,2
177725,4
44067,2
119716,1
48928,1
94514,1
161773,5
152814,1
114703,2
64685,2
77330,5
176796,5
192777,5
28849,1
143809,4
87652,1
29136,4
150582,5
164786,5
194299,5
128636,5
173437,4
55325,1
191215,1
198700,5
154964,5
152457,5
15794,5
195660,1
24667,1
155781,2
81599,5
15013,5
25096,4
106722,5
143801,5
143399,4
10224,5
177095,4
42252,1
93367,4
88683,1
11529,5
124404,5
44310,5
129737,5
89000,5
43934,2
172467,1
103457,2
114699,5
173906,4
57559,1
159993,4
68552,4
64637,2
48646,4
194290,2
176895,5
80573,5
61839,1
120141,5
84618,5
35235,1
194260,2
20576,1
17001,5
22741,4
157180,1
165038,5
32209,5
6239,5
45544,5
54791,2
61271,5
198336,5
36906,4
60834,1
194603,5
160595,4
60988,2
14200,2
96660,2
172939,2
117073,5
159992,1
95209,5
65256,5
188840,5
15693,1
6315,1
119908,5
113973,5
175459,1
180126,1
74919,5
97008,2
179075,2
88837,2
31503,1
182458,2
39693,2
29561,4
107216,5
119460,2
40374,2
182632,5
30464,2
139412,5
186804,4
41609,2
51077,5
169662,5
121136,5
118721,5
164053,1
189907,2
90872,1
130196,5
90583,1
52856,4
63547,5
35430,2
118005,5
156601,2
166540,1
192210,2
153508,1
122376,5
106447,1
70647,2
48309,2
163279,2
137643,2
143215,2
161672,5
180557,4
179922,2
64276,4
193282,5
124923,2
134473,5
87301,5
155105,2
148389,5
184417,5
95138,2
99227,5
97178,2
30001,4
40343,2
157723,1
80801,5
157451,5
147758,5
110843,5
146029,5
139054,1
75807,5
25829,5
2475,2
195007,5
86364,5
132253,2
134895,2
177576,4
84238,2
98000,1
193045,1
44998,5
191973,4
116705,5
120106,1
153692,4
43818,2
158451,2
170666,5
8013,4
132192,1
9770,1
105440,5
23263,5
74303,5
26964,5
184260,5
105477,5
37769,4
7880,2
149581,5
150451,2
192538,1
49627,4
4056,1
74454,2
23785,2
75905,4
186769,5
9048,5
170075,2
133206,1
34949,5
146489,1
71443,1
141927,2
74761,5
155178,5
86941,5
3826,2
80722,1
33597,2
41895,4
44834,2
1845,2
23209,2
2060,5
148358,5
102539,1
143931,1
64693,5
176329,1
145288,5
36616,2
110924,5
12358,1
40497,5
68740,5
149083,5
53194,5
80452,5
28302,2
24501,2
28104,2
92471,1
24866,2
68109,2
88364,5
47701,2
11987,4
53211,2
112943,2
39203,1
111979,1
41987,2
169941,4
135777,5
108255,1
24859,1
117314,1
65561,5
99374,1
67205,5
8385,4
136590,2
8593,2
153753,4
34850,4
51822,4
63641,5
2024,4
99299,1
140007,4
66675,5
187986,1
55852,2
178709,5
170817,2
173976,2
170226,5
180251,5
179141,2
18015,5
27869,5
74569,5
163962,2
86765,5
75934,2
168970,4
17002,4
63472,2
189530,1
157472,1
119752,5
103579,1
55502,1
58179,2
55263,4
47920,5
61091,2
76490,2
12948,5
129876,1
146624,2
93318,5
122674,4
91449,2
143345,2
39821,5
136728,5
160255,5
148526,5
32811,5
61706,1
8163,5
58895,1
54176,5
72452,1
135981,5
64407,1
94701,5
111375,2
127753,5
147637,5
2467,5
156266,2
195005,1
87599,4
55144,5
146180,5
88488,5
55099,1
13258,5
74771,5
129204,5
169647,2
133872,2
127678,1
78384,1
187290,2
157623,2
168193,5
108191,1
5184,2
12953,2
88812,1
43663,2
3133,5
143493,2
19553,2
170002,4
64098,2
146843,2
37633,1
15493,5
179340,5
77569,1
157027,4
98494,2
112832,2
34704,5
22294,4
155967,5
95336,5
194401,1
168046,5
185889,1
62206,5
186051,5
27091,5
123669,5
115741,5
29592,2
110926,2
148289,5
190286,2
175813,2
72131,4
41782,5
70567,1
148315,2
175600,5
186335,5
78074,5
23574,2
99636,2
66487,5
6514,5
157475,2
112092,5
159540,5
166334,1
134528,2
1504,5
183588,5
86117,2
132480,2
90511,5
4473,5
156880,2
165771,2
14853,5
184320,4
13422,2
36558,5
44296,1
59738,5
16855,1
162285,5
158889,1
395,5
89208,2
156419,5
158835,5
134595,1
131467,5
100806,2
142778,5
89972,5
58498,2
40056,2
151233,5
108724,5
161224,5
23230,5
95539,5
156635,1
64255,4
36470,5
113036,5
185336,2
21672,1
3993,5
159493,5
184236,2
91974,2
98989,2
82422,2
68533,5
80280,1
89928,2
182926,5
102730,1
99238,1
156494,1
52496,5
127474,1
12823,5
3665,1
18950,5
73722,2
112591,5
52539,2
101470,1
21124,4
152367,2
90245,5
43660,1
19356,2
29297,5
62929,5
132352,2
156401,5
61937,4
2018,5
48289,2
72828,5
24883,1
43988,5
34224,2
115559,5
40290,2
173261,5
189630,5
6749,5
192573,5
95890,2
14383,4
68992,5
118550,5
198479,5
192141,1
81164,5
181590,2
157393,1
122141,5
18724,5
46602,5
162297,2
185810,5
178291,1
108875,1
87820,2
127742,5
72722,2
161288,4
50232,1
175843,5
193684,5
126348,5
105690,5
14332,4
142547,2
166399,2
81184,5
33893,5
68752,2
113516,1
12659,2
185971,5
110877,5
30545,5
134850,5
31570,2
22194,1
48994,4
173245,5
99749,2
125072,5
58587,2
32151,2
41660,1
158378,2
22658,4
79105,2
188398,1
173665,5
86031,5
100024,1
10962,1
89375,2
99276,2
178348,5
55056,2
102934,5
51423,1
198503,2
114482,5
130683,2
173729,5
92353,2
70283,2
105889,5
102152,2
74868,5
45165,2
29116,1
198162,2
174901,2
83778,5
86085,2
146451,5
41399,5
109325,1
60039,2
45314,1
159605,5
167244,5
7607,2
150739,5
156501,2
49288,2
112167,4
6331,5
3402,2
13909,2
61573,5
33730,2
105974,1
77148,2
80770,1
97501,4
6084,2
41246,5
123784,2
50720,2
19389,5
171824,4
41178,2
96692,5
180519,5
1155,2
71932,1
70769,5
95796,1
156041,1
160193,5
32977,2
92282,5
148223,5
184833,2
132960,5
17908,5
49348,1
158784,1
77741,5
34066,2
108486,5
101499,5
102702,4
92172,5
92051,4
34372,2
198813,2
63404,1
165320,2
110327,5
17796,5
97897,2
138328,4
177593,1
105608,1
69678,4
77926,1
193015,2
132001,2
179163,2
178133,2
24280,4
55483,5
72491,4
84875,2
98125,2
33520,4
5409,2
10222,1
53734,5
96438,1
196188,5
13619,5
192507,5
159668,2
17507,2
9542,4
168769,1
35602,5
79036,5
103133,5
14744,5
24884,4
4451,5
160719,2
26920,2
140278,5
31140,1
82646,5
42692,5
183641,2
51510,5
119835,5
103237,5
21306,5
151695,5
116087,5
49713,5
57296,5
43822,5
168994,4
3694,5
103013,2
96894,2
64891,1
193375,2
45062,5
75956,1
79976,4
53060,4
143255,1
47578,2
53555,2
133450,1
186787,5
109811,5
37650,1
17605,1
193363,5
139420,1
57816,5
197439,5
104544,5
168017,5
77869,5
78753,1
114364,5
140091,1
129297,5
103188,4
167441,2
66581,2
82182,2
63804,2
144784,5
17239,2
103447,5
111774,1
61363,5
54199,5
28071,2
11192,1
173978,5
161348,5
73896,2
142896,2
177938,5
107873,1
117500,5
40859,5
81733,5
12185,5
179230,1
84145,2
174634,2
70562,2
166938,5
188188,2
40680,1
18131,5
144787,5
15476,2
145052,1
159317,5
4584,2
5616,2
195813,2
104381,4
6440,1
186570,1
136644,1
175669,2
79654,2
187320,4
110317,5
153297,2
78729,2
174730,2
62865,2
187936,5
39271,2
68028,5
40261,5
68289,2
173263,2
189705,2
127531,1
168451,2
118921,5
151693,4
170808,2
69975,1
37668,2
92563,5
106015,5
16618,2
108890,1
149157,2
88054,5
89153,5
156965,2
82748,5
110028,5
165242,4
135451,1
192528,1
128996,5
142698,5
40947,2
164941,1
29841,5
44740,5
186374,5
22606,5
847,2
120676,2
158740,5
93324,2
33006,5
151007,5
29182,1
47550,5
54553,1
11111,2
84107,1
20714,4
45468,4
689,5
190187,1
82370,5
70919,4
145131,1
169870,2
198021,4
191047,2
134321,1
123508,1
194213,2
105330,1
4086,2
106645,2
18083,2
184278,1
72889,1
88324,2
88229,5
115418,4
82973,5
88039,1
89402,5
121347,2
13317,2
173995,2
91967,2
42419,1
34362,4
149399,4
65997,5
54913,2
75592,5
12775,2
61360,5
47868,5
174616,2
111951,2
53291,5
18335,4
40043,1
79818,5
92337,1
160305,1
158043,5
170517,5
184480,1
167035,1
10591,5
83235,2
128777,1
94205,1
124124,5
188286,1
146985,2
66449,2
139080,2
120766,2
103588,4
94134,2
103290,1
40898,5
95268,5
11870,2
801,5
187682,5
95401,5
150398,5
156380,5
188149,5
135092,2
121377,5
125414,1
183285,5
24914,2
83049,2
70235,5
58891,1
144926,2
50760,1
60702,5
40108,4
53647,5
182335,5
101721,2
135930,1
154363,2
155370,5
84481,2
15942,5
171124,2
111698,4
99295,5
178262,1
106857,2
114616,1
130224,1
41753,5
140251,5
103449,1
31365,2
147627,5
100178,5
5873,1
145179,2
190575,1
183052,5
189576,2
13091,5
191382,5
197161,1
107154,2
188829,5
81075,5
147125,2
125336,1
90355,5
31766,2
104251,2
38023,5
68437,5
24662,5
188723,5
184707,5
55982,5
81458,2
58116,2
139611,5
81051,2
67997,5
172246,1
6283,5
95060,5
38360,5
189645,2
85807,5
61372,5
151418,1
185562,5
31489,5
129609,2
20018,2
2547,2
25897,5
149093,2
14442,2
192810,4
21258,5
96295,1
139210,5
64601,1
155722,2
66794,5
173268,2
86919,2
54402,1
144878,5
27202,4
126471,5
60190,5
100177,2
52801,5
1065,4
672,1
156395,5
55350,1
106061,1
85145,5
69814,1
39838,5
100838,1
43421,5
46232,5
155397,2
5669,5
152348,2
88126,5
97189,5
156877,5
51779,2
181403,2
157292,5
112748,5
45548,5
160230,2
169281,5
191248,4
79008,2
85572,2
37271,4
93416,5
115798,4
6672,5
178300,5
59408,2
58465,1
162942,4
39617,5
189283,2
71834,4
156714,5
21384,5
78156,5
17938,2
133361,2
167088,5
189584,1
51287,5
82287,2
99085,2
81650,5
66748,1
94695,5
25807,1
197471,4
68349,5
102047,4
152097,5
50355,5
191487,2
103080,4
187643,2
143565,5
172392,1
135278,5
24490,2
196577,4
168143,1
16510,1
141780,1
162220,2
152887,4
194206,5
152424,5
164387,5
92084,4
152077,2
173230,5
747,1
59556,2
90063,2
51762,5
183104,1
110298,1
26264,5
142061,5
138619,2
110958,5
94686,2
173583,5
171240,5
49291,5
5384,1
188440,1
170643,4
12813,1
12255,5
167344,5
93983,5
93038,4
159881,1
165342,1
97430,5
179859,5
162923,1
7819,5
187314,5
43255,5
186257,2
141170,2
93257,2
144769,1
168155,5
109688,2
42797,2
194817,2
194175,2
177460,5
194787,2
152061,4
181670,5
125182,2
85264,1
158029,1
195017,5
184623,5
41267,2
193899,1
110453,5
49077,5
76891,1
191418,5
198952,2
56735,5
137538,1
60891,5
178517,5
96220,2
146827,4
76666,5
195953,5
66620,5
93400,2
184424,5
89970,5
57175,1
30124,5
22108,5
61974,4
136840,4
137297,2
55392,5
33610,5
144421,1
79494,2
173486,1
84921,5
39369,5
72875,1
40179,4
24443,1
82196,4
98111,1
114188,5
79761,5
74317,2
90853,2
184593,5
12728,2
198321,5
64996,5
49031,1
131198,2
50005,4
152697,4
73353,4
137966,5
55696,1
149465,2
78014,4
179542,5
126451,5
175932,5
89318,2
14937,2
34292,4
163193,4
133224,5
148634,2
178876,5
146635,5
105469,2
165686,5
112135,5
48294,1
171042,5
142312,2
171810,5
113212,1
15993,2
54727,2
171585,2
64941,2
92171,5
50329,5
185718,5
39151,1
16101,2
112284,5
25407,5
98444,5
183118,2
33838,2
194433,5
168136,1
33292,1
119696,2
172182,1
50249,2
187119,5
165147,5
28457,5
25174,1
157822,2
25236,1
73815,5
22738,5
32197,5
50989,1
14015,5
47045,5
164669,1
55100,4
147454,5
146150,5
167055,2
168813,5
139897,2
11639,2
80246,5
36090,2
24992,2
182101,2
81053,1
5119,1
17248,2
139728,2
16478,2
129987,2
137877,2
30082,4
85914,1
37689,4
155200,5
154942,2
165481,5
52416,5
34319,5
115478,2
74520,5
105989,5
196479,5
33375,2
12557,2
190138,5
84810,1
33329,5
91642,5
93644,2
59454,4
62986,2
8135,2
153649,4
62308,5
193298,5
167984,5
83737,5
84664,2
130004,2
105657,2
194925,5
80811,2
169946,1
180093,2
56854,5
102503,5
9730,5
25637,5
190596,1
179694,4
70095,5
188356,5
139808,4
106566,5
63836,2
66643,4
54172,5
185289,5
198905,5
176558,2
162416,5
196903,2
125867,5
3925,5
126520,5
119240,4
55293,5
17179,2
112911,2
25449,1
95030,2
170319,5
176969,1
70575,5
33604,2
36952,5
79124,5
39475,2
41168,1
108196,2
146490,4
102125,5
186955,5
99384,4
146144,2
88794,2
47768,1
145486,1
35899,5
124062,2
151164,5
183122,5
96682,4
86170,4
67260,2
153085,5
172039,5
48094,5
188375,5
117346,1
