,label
59304,0
191500,0
104039,0
58793,0
183632,0
72738,1
11579,0
1358,1
131027,0
86413,0
146901,0
54146,1
132329,1
81670,0
114648,1
107020,0
21504,0
181720,1
65086,1
151398,0
181290,1
11692,0
58538,0
187400,0
51215,1
63406,1
124747,1
106746,0
174718,1
102121,1
88041,0
91875,1
146503,1
10706,0
85691,0
77189,0
188912,1
2513,1
175045,0
17469,0
128715,1
78029,0
2389,1
123399,0
118902,1
17009,0
150497,1
152943,1
120247,1
51763,0
53177,0
137393,0
67055,0
180876,0
61034,0
33021,1
177615,1
4829,0
137477,1
16910,0
53030,1
162805,0
95406,1
50942,0
72010,0
52188,1
25677,0
171189,1
134615,1
40416,1
99714,0
87267,0
193192,0
151843,1
50967,0
105005,1
59676,1
99947,0
83931,1
146068,1
5699,0
197355,0
119671,0
139591,1
67351,1
149080,1
178635,1
126990,1
156633,0
145077,0
152078,1
142443,1
93379,0
181627,0
52918,1
180178,0
15078,1
114643,0
67890,0
111534,1
138776,0
18426,1
69552,0
170058,1
178005,0
47678,0
53349,1
106211,0
151436,0
14238,1
100915,0
130169,0
169642,1
115721,1
57107,0
113208,1
105994,1
20503,1
78783,1
58192,1
146677,0
98711,0
106640,0
56775,1
77615,1
33857,0
57156,1
147961,1
83145,0
90508,1
15463,0
28488,1
101861,1
168535,1
145709,0
40213,1
144962,1
50270,0
77324,1
143637,1
107550,0
66705,1
48736,0
60948,0
46753,1
2022,1
25567,0
196481,0
189977,1
192068,1
136757,1
7709,0
114745,1
51706,0
138777,1
129951,0
129027,1
21918,0
169612,1
66047,0
148807,1
166879,1
187610,0
8215,0
153911,1
7578,0
162293,1
132848,1
87302,0
97136,1
58532,1
103249,0
192732,0
158874,1
170309,0
3231,1
107179,0
23283,1
80993,1
29969,1
119060,0
28451,0
56211,0
105750,0
30416,0
94854,0
26570,1
45934,0
75985,0
162906,1
184115,0
150594,1
76783,0
28926,0
162642,1
125364,1
195742,1
18841,1
174981,1
89733,1
94658,1
143985,1
57455,1
143448,1
122228,1
38616,0
181951,0
156980,0
162021,1
187047,0
36278,1
7191,0
123135,0
144771,1
151161,1
47297,0
144813,0
98498,0
24845,1
163041,0
82550,1
48512,1
50492,0
148986,1
46857,0
72664,1
79273,1
198976,1
131232,1
103823,1
584,1
152276,1
166701,0
11179,0
40341,1
173607,0
54843,0
196244,0
98088,0
8314,0
28724,0
57423,1
42396,0
194076,1
80888,1
126333,0
165215,0
160496,1
152589,0
83997,1
179110,1
161439,1
132942,1
45558,0
96538,0
149795,1
32395,0
91207,1
174533,1
193445,1
185662,0
111710,0
156394,0
28096,1
26078,1
37804,1
58950,0
111814,0
193672,0
59831,0
20316,0
129167,0
177772,0
113330,1
34775,0
112118,1
61895,1
136523,1
133035,0
144337,1
161841,0
27711,0
4989,0
156890,1
89008,0
121175,1
106322,1
27527,0
27172,0
140333,1
68092,1
141740,0
109560,1
21684,1
68887,0
113312,0
9078,0
31947,0
45396,1
6535,0
104020,0
144922,0
42314,1
166466,0
41006,0
186065,0
137096,1
11251,0
21993,0
78280,1
46448,1
156704,0
37849,0
159623,1
196130,1
39023,0
1933,1
70924,1
63640,0
169079,0
16028,0
17497,0
54661,0
130100,0
193054,0
92305,0
22470,1
6139,0
6773,1
175938,1
62122,0
96042,0
116121,0
125079,0
40755,0
25868,0
72341,1
51168,1
151854,1
179900,0
90296,1
183280,0
69412,1
98891,1
2890,1
52449,0
43386,1
142904,0
76546,1
37088,1
168433,1
139804,0
38049,0
109274,1
63077,1
176834,0
187922,0
14776,1
187670,1
141283,1
24961,1
9882,0
110839,0
58808,1
98672,1
191135,1
120002,1
58505,1
44540,0
65406,1
115620,0
91326,1
182590,0
98994,0
175739,0
83432,1
66649,0
180693,0
31743,1
101287,0
47267,1
73167,0
39449,0
142027,0
68281,0
121633,1
57794,0
95245,1
153176,0
138516,1
67960,0
64176,1
96996,0
192455,0
88968,0
147864,1
100111,1
79055,0
146209,0
86091,1
174926,1
76314,0
61923,1
71538,1
130446,0
16325,1
192237,1
68648,1
117811,1
40539,0
192466,0
80270,0
128414,0
189112,0
114909,0
44734,1
33209,0
155446,0
140084,1
121163,1
159133,0
94824,1
177573,0
138053,1
36076,1
20587,0
27838,1
164899,0
27402,1
61717,1
88593,0
82313,1
72734,0
52184,1
60818,1
64361,0
5217,1
173895,1
77272,0
156626,1
37402,0
142964,0
4448,0
120702,1
87091,1
185733,0
119370,0
67410,1
43356,0
86595,0
14943,1
173475,1
77034,0
46278,0
13038,0
81909,0
184223,1
140034,1
155700,1
26030,1
39531,1
188059,1
127865,0
180767,0
54255,0
173445,0
110255,1
128513,1
65352,0
184219,1
128893,1
149824,1
82511,1
33598,0
25591,1
99737,1
186206,0
163103,1
2313,1
135554,0
189979,1
193609,0
57264,0
40899,1
94743,0
189375,1
158059,0
71207,0
175169,0
37233,0
179309,1
10337,0
89605,0
185199,0
86643,0
78851,0
76876,0
191338,0
176021,1
133735,1
50921,1
104350,0
45609,0
60335,1
66999,0
167721,1
163667,0
191241,0
113205,1
24054,1
145537,1
95509,1
183862,0
105509,1
172927,0
34734,0
122568,0
83721,1
175589,1
99599,1
128239,1
147291,1
142861,0
115961,1
166010,1
168345,0
59169,0
9398,1
102483,0
144095,1
157445,1
46452,0
184338,1
108080,1
136741,0
162954,0
193496,0
7945,0
49620,0
29226,0
36103,1
152166,1
146271,0
90375,0
142187,0
186428,0
51975,1
9212,1
138175,1
135862,0
18161,0
167817,0
85940,0
63035,0
165543,0
7714,0
57944,1
40702,0
70716,0
61828,0
176686,1
24069,0
14938,1
101772,0
151717,1
140013,0
123296,1
163993,1
193673,1
24339,1
47147,1
175391,1
78232,1
173914,1
28431,1
174739,0
113740,0
56632,1
190020,0
117589,0
103101,1
95174,1
132784,1
133577,0
101865,0
94488,1
125823,1
124880,0
169513,1
186296,1
34235,1
6039,1
71026,0
169418,1
57573,0
80406,0
161349,0
39414,1
138036,1
41734,0
139198,1
141950,1
136676,0
92334,1
181890,1
44389,1
76938,1
184610,0
97986,0
117982,1
55336,1
151792,0
39931,1
97603,0
149262,1
100815,1
37134,1
64250,1
49785,1
130632,1
94899,0
140575,1
191544,1
103804,0
154816,0
29607,1
97176,1
99949,0
41600,1
178069,0
90665,0
155702,1
74118,1
152283,1
149979,1
50157,1
196620,0
155003,0
158770,0
67052,0
126798,1
30360,1
38587,1
40309,0
70307,1
14716,0
194379,1
150040,1
116171,1
53652,1
87133,0
117424,1
20817,1
102064,1
77074,0
144351,0
73909,1
184147,1
70728,0
16858,1
164096,1
81258,0
113993,0
151277,1
100064,0
67681,1
66116,1
9547,0
75839,0
14974,1
39832,1
41694,1
61367,1
33218,0
63132,0
175469,0
31484,1
38253,0
147838,0
188176,1
168604,1
146842,1
23669,1
154933,0
193777,0
154584,0
63668,1
18446,1
137016,0
102388,0
112580,1
92973,0
113009,1
15218,1
97122,1
76762,0
123293,1
164743,1
55573,1
68262,1
50221,0
35507,1
175162,0
16919,1
39428,0
89561,0
145148,1
52245,1
164402,0
187130,1
94709,0
9727,0
25822,0
66127,0
53090,0
101788,1
109329,0
133154,1
196862,0
107682,0
86749,1
88165,1
106192,0
195723,1
160096,0
82487,0
118229,1
166802,0
175072,1
115860,0
130128,1
170231,0
153326,1
196216,1
103221,1
60113,1
153977,0
184086,0
39751,1
128740,1
86495,1
176953,1
139942,0
106627,0
57158,0
76142,0
50563,1
128541,0
38474,0
35827,0
82685,0
176091,1
125169,1
21564,0
43993,0
121739,1
181001,0
21473,1
188689,1
168898,0
105697,1
114453,0
162242,0
99529,1
36790,0
153771,1
116195,0
168032,0
170742,0
198981,0
150668,1
180962,1
109869,1
52564,1
45588,1
80289,1
52327,0
36207,1
136410,1
159341,1
131293,1
145850,0
180335,1
164283,0
72302,0
43223,1
127757,0
194818,1
96284,0
106882,0
189549,0
45426,0
104162,0
40516,1
60001,0
171898,0
182593,0
111922,1
61361,1
150373,0
161638,0
90010,1
198447,1
179678,1
178793,0
52186,1
146122,1
192754,1
183371,1
35102,0
7841,1
57411,1
192143,0
94776,0
174561,0
52757,1
60711,1
44809,1
146814,0
196098,0
102497,0
50761,1
135474,1
170485,1
34468,1
116145,1
131128,0
29575,1
26537,0
9597,0
48353,1
5739,1
126270,0
110647,1
4058,0
71749,0
113040,0
57092,1
68057,1
36439,0
107658,0
62485,1
101511,0
195663,0
11915,1
78479,0
4073,1
38518,0
46170,0
196064,1
176288,0
193195,0
114771,0
119610,0
50328,1
164933,0
87402,0
47714,1
110146,1
131965,0
26749,1
61749,0
89236,1
1882,1
185474,0
149453,0
161675,1
135527,0
33469,1
93501,0
98103,1
117549,1
13538,0
35621,0
73336,0
180517,0
86717,1
102848,1
30127,1
35885,1
137209,0
132160,1
25436,0
16768,0
19976,1
21253,0
146100,1
172357,1
129175,0
163973,1
11440,1
192678,0
15321,1
26014,0
88809,0
43763,0
106835,0
132519,1
178509,0
100260,1
99348,1
56421,0
146698,1
103640,0
100216,1
86233,0
110483,1
93499,0
84804,0
128308,1
74936,1
128085,1
194706,0
137291,1
6276,0
72323,0
106144,1
59686,0
129807,1
47964,0
18605,0
184403,1
68091,0
79376,1
147597,0
188299,0
191289,0
28460,1
68097,1
140846,1
158447,1
57036,1
183979,1
109106,1
82705,0
48833,1
158048,0
128676,0
88876,1
151606,1
45451,0
92317,0
98866,1
105399,0
65407,1
74483,1
38917,1
194763,1
192595,1
167592,1
58694,0
88546,0
167170,1
93659,0
5975,1
59220,0
12287,1
108604,0
89482,1
125426,1
410,1
117439,0
159818,0
134000,1
165237,1
125277,1
113373,1
102799,0
122231,0
21478,1
1817,1
195577,0
119379,0
61269,1
15061,1
70032,0
129496,1
87648,0
5887,0
116397,0
62702,1
127986,0
136037,0
45393,1
110218,1
189814,0
86040,0
101024,0
36726,0
133621,0
196975,0
19046,1
64042,0
117545,0
186858,0
139012,1
164019,1
58982,0
1837,0
135004,1
105869,0
69970,1
19831,0
195071,0
2373,0
23359,1
144390,0
102909,0
172047,0
46531,1
141273,0
158268,0
83826,1
193529,0
30325,1
63194,1
190884,0
41167,1
170971,0
176146,0
11349,0
172945,1
131544,0
180121,0
196962,1
11048,1
156385,0
8566,1
30444,1
128682,0
15841,0
140892,0
164118,1
11299,0
61404,0
118522,0
116083,1
152114,0
21662,0
24042,0
176271,1
17039,0
95011,0
155909,0
5417,0
117786,0
186145,0
79510,0
66251,0
40519,1
196985,1
61796,0
197956,1
169211,0
76994,0
161814,0
16721,0
117553,1
161145,1
170012,1
104884,0
137540,1
109130,0
39087,0
63664,0
189207,1
2968,0
16730,0
124077,1
70189,1
147451,1
76723,1
125254,0
160019,0
27677,0
169095,0
180694,1
63399,0
62961,0
182892,1
154754,0
129419,1
39825,0
103909,1
32925,1
91252,1
82206,1
118526,0
45693,0
193406,1
126331,1
57601,1
77725,0
40291,0
79686,1
98506,0
52163,1
39433,0
1173,0
86173,0
18553,0
58720,1
66033,0
82797,0
181904,1
111516,0
26376,0
92545,0
179532,1
89662,1
77988,1
110864,0
66254,1
66870,0
88658,0
29889,1
63025,1
124300,1
175857,0
41738,0
4576,0
69310,0
52093,1
52288,0
160286,1
35414,1
98305,0
168710,1
41687,1
51890,0
16366,1
138270,0
184581,0
143546,1
153401,0
51963,0
103888,0
147705,0
117726,0
53861,1
67006,0
22966,1
78230,0
117303,0
178438,1
82230,0
152190,0
114633,0
73534,1
178338,0
15281,0
26128,1
108785,1
139981,0
28029,1
150141,0
137597,0
40795,0
153816,1
7603,1
49230,0
54985,1
166804,0
175298,1
74691,0
180173,0
63447,0
147394,1
51070,1
181090,1
70805,0
98324,1
49178,0
112234,1
17851,1
96572,1
7917,0
26865,0
132714,0
20878,1
52758,0
169616,0
113214,1
123607,1
156372,1
108683,0
171763,1
580,0
177766,0
134289,1
36922,0
58375,0
191167,0
109311,1
174975,0
23468,0
125583,1
175440,1
140912,1
76473,0
1713,0
194479,1
32993,1
191110,0
91731,1
108150,0
134481,1
29428,1
187813,0
190111,0
93675,1
148885,1
146120,1
50027,0
96489,0
174658,1
129744,0
90735,1
14071,1
1909,0
115371,1
125230,0
49233,0
144247,1
198569,1
87801,0
138985,1
122648,0
32296,1
5519,1
19133,1
6313,1
150282,1
151015,0
194567,1
192038,0
125728,1
31420,1
274,1
144026,0
183894,0
64589,1
185778,0
194601,0
136932,0
192142,1
43484,0
18837,1
91352,0
75556,1
130497,0
96195,1
170327,0
189901,1
58335,1
89213,0
126937,0
95877,0
20250,0
120422,1
1004,1
149176,0
122311,0
107478,1
131798,1
119152,1
56152,0
84691,0
87635,0
119200,0
34649,0
195214,0
146621,0
117420,1
144015,0
106488,1
105798,0
80901,0
137344,1
160722,1
42205,0
53236,1
82201,0
174488,1
184391,0
153663,0
190093,1
38950,0
194733,1
5774,1
83823,1
157972,0
58436,0
171665,1
115498,1
146089,0
79103,0
131909,0
126758,0
101595,1
32972,1
59212,0
38262,1
129088,1
61983,0
98487,1
54617,0
26033,0
93134,1
137063,1
156829,0
133708,0
31685,0
97924,0
21315,0
87742,1
192011,0
121322,1
158396,0
161197,0
136185,1
54690,0
159414,1
188100,0
125939,1
19203,0
5179,0
23480,0
95399,1
51592,1
61754,0
107763,1
124157,1
36502,1
57820,1
179636,1
32675,1
86334,1
182600,1
103603,1
130912,0
176877,1
144950,0
44865,0
55947,1
122097,0
89119,1
37394,0
27101,1
15419,0
638,0
52306,0
56958,0
1905,0
30769,1
44487,0
56695,1
78200,1
36649,1
132968,0
77607,0
175894,0
194913,1
77287,0
105492,1
50398,0
106439,0
192711,0
143456,0
26929,1
33002,0
117020,1
116523,0
196738,0
67589,1
111014,0
171811,1
183034,0
17359,1
131721,0
67511,1
86067,1
148521,0
144508,0
156832,0
4101,0
65108,0
196742,1
145567,1
172740,0
104797,1
133365,0
31046,1
34254,0
1275,0
102786,0
52979,1
40981,1
39107,1
14218,1
148894,1
46917,0
163943,0
35763,0
62949,1
36143,1
33148,0
95683,1
145295,1
147849,0
75102,0
77874,1
150221,0
130419,0
47035,0
173927,1
164248,0
149003,0
190251,0
111062,0
83438,0
52333,0
157748,1
13701,0
116388,1
147817,1
113797,0
654,1
158143,0
11371,1
94944,0
50452,0
54043,1
81503,1
66227,0
125217,0
37149,1
136453,0
9587,0
124791,0
406,0
157862,0
81229,0
167334,1
118765,1
170610,1
132505,1
113489,0
133499,0
149143,1
96386,0
27865,0
196460,1
171550,1
74544,1
79338,1
21472,0
87089,0
190547,0
49161,1
54055,1
139145,0
190125,1
81865,0
108537,1
156112,0
72786,1
36453,0
156047,0
126511,0
109996,1
85439,1
9548,0
16403,1
166720,1
143890,1
26861,0
146777,1
74527,0
27140,1
57206,1
115781,1
121341,0
170771,1
105187,1
830,0
91257,0
161986,0
32913,1
169367,0
97741,1
162507,0
55536,1
10621,1
169186,1
106638,1
191045,1
165899,1
65794,0
157875,0
181736,0
122268,0
158688,0
15202,1
72945,0
149549,1
47495,0
99058,0
174628,0
184097,0
15926,0
94789,0
72051,1
65440,1
142646,1
181267,1
107715,1
119764,0
131521,0
97627,0
34098,1
89350,1
10519,1
108294,1
55124,1
179038,0
40294,0
60265,0
164884,1
113491,1
84858,1
152064,0
27185,1
90907,0
52708,1
28172,1
64933,0
183964,1
48014,0
55456,1
81077,0
74120,1
132979,1
32663,0
7461,1
97240,1
90813,0
117221,1
123775,0
62048,0
34335,1
156474,1
15804,1
191158,1
73380,0
128647,1
133116,1
58586,0
68639,0
3312,0
121525,0
594,1
34880,0
40097,0
153850,1
62244,0
41470,1
173651,0
187485,1
183900,1
22883,1
109824,1
166647,1
165584,1
1839,0
32769,1
52090,1
150773,1
76474,0
28276,0
129679,0
34364,0
76931,1
100306,1
65660,0
47926,0
114066,0
2550,1
100582,1
66662,1
32553,0
32574,0
135296,1
65051,1
172464,0
193317,0
47543,1
28263,1
75615,1
177325,0
40874,1
58298,1
78639,1
114742,1
152998,1
185353,0
109717,1
199082,1
153050,1
132984,1
75864,0
23246,0
111012,0
38837,0
151840,1
62081,1
119548,0
129900,1
134239,1
85450,0
7098,1
163285,1
69569,1
159410,0
35644,0
179485,0
127295,0
154513,1
69271,0
72298,1
57472,1
71866,1
164062,0
171523,1
52481,0
179000,0
90770,1
89433,0
106275,1
76960,0
158933,0
158033,0
79433,0
122156,1
129168,0
135167,1
11653,1
105767,1
198032,0
164419,1
139469,0
20955,0
50950,0
31840,1
3139,0
17722,0
55920,0
25776,1
28154,0
114954,0
46322,1
39885,0
74526,1
62774,0
55434,0
74055,1
123892,1
128773,0
171051,0
47294,1
91446,0
13955,0
196096,0
197936,1
167146,1
107246,0
118308,0
121115,0
146895,1
150342,0
135707,0
32407,0
155331,1
55988,0
195286,0
130622,1
127980,0
165165,0
54785,1
172145,1
138594,0
3992,0
28668,1
171159,1
16414,1
190009,1
72178,1
113978,0
75071,0
132791,0
131248,0
79723,0
115162,0
121271,0
142606,1
58761,0
108539,0
111701,1
178639,1
103206,1
33644,0
19826,1
1739,1
58381,1
69350,1
152361,1
177706,1
153155,0
28990,1
195801,0
43646,1
20115,0
82050,1
80444,0
37989,1
29185,1
82438,1
190486,1
26511,1
72116,1
77809,1
183132,1
115738,1
85546,0
113812,0
123762,1
62480,1
60439,1
194238,1
29170,0
16907,0
75030,1
126822,1
78387,0
136652,0
187837,0
170913,0
71388,1
129308,1
38307,1
26241,1
86475,0
777,1
185541,0
8209,1
7210,0
128036,0
75020,1
148518,0
159387,1
73888,0
115096,1
42518,1
15602,1
155019,0
14767,1
86905,1
190358,1
129497,1
42746,1
65511,1
155978,0
198967,0
158565,1
186757,1
167657,1
5186,1
61336,1
158902,1
166864,1
36353,1
163931,0
55288,1
67275,1
36346,0
182456,0
161292,0
32117,1
175168,0
171990,0
163486,0
125825,0
129090,0
15059,1
78710,0
169661,0
5925,1
159018,0
40656,0
130860,0
77579,1
158347,0
78437,0
141634,1
132537,1
73919,1
136884,0
50111,0
144267,0
154505,1
145547,1
41577,1
182726,1
175215,0
186356,0
162174,1
137404,0
23533,1
33024,0
161540,1
38068,1
194637,1
21421,1
75454,1
184179,0
60954,1
167731,0
6698,0
36666,0
105587,0
197165,1
85620,0
83356,0
115939,1
115882,0
72777,0
194740,1
74506,1
21841,0
11070,0
189557,0
145700,1
135197,0
170519,0
120487,1
181991,0
129185,0
101756,0
36511,0
127524,1
178026,0
25478,0
19855,1
67592,0
142125,1
29079,0
110889,0
75017,1
141493,0
198203,0
81357,0
82218,1
47563,0
85734,0
143400,0
169876,0
156655,1
30516,1
65583,1
170840,0
159752,0
24554,1
75159,1
151519,1
46220,0
36217,0
14112,1
72669,1
66105,1
9081,0
113024,0
109843,0
77428,1
183207,1
81106,1
28171,0
139015,1
88959,1
159261,0
58584,0
105822,0
76060,1
32176,1
28768,0
17026,0
60141,0
101212,0
47545,0
41195,1
39654,1
164968,1
28002,0
98608,0
186836,1
24701,0
159158,1
20499,0
150986,0
2114,1
147388,0
33947,1
122150,1
75278,0
86395,1
151904,1
164715,1
198514,1
111208,0
496,0
54885,1
54015,0
88064,1
123276,0
124539,0
148810,0
171458,0
37919,1
130083,0
112753,0
109304,0
59298,1
96515,1
62932,0
2610,0
115235,1
158996,1
184055,1
90024,0
75173,0
190964,0
36277,1
9173,0
7986,0
80430,0
171270,0
15455,1
138501,1
197084,1
117476,0
116392,0
106364,0
126914,0
82699,1
156143,0
122014,1
98972,1
92311,0
170368,1
171668,0
61089,1
175428,0
103786,0
187257,0
191397,1
102188,1
25540,0
75378,0
28798,0
28182,0
121219,1
181344,1
58343,0
126985,0
175522,0
79150,0
68941,0
145153,1
160910,1
91860,1
64002,0
94060,0
2925,1
148469,0
140215,1
64875,1
194082,1
1066,1
54354,0
15294,1
44820,0
101850,0
196060,1
31660,1
196406,1
170260,0
189837,0
86660,0
101203,0
19088,1
15370,0
50637,0
173148,1
171987,1
165098,1
109918,0
81591,0
134758,0
127141,1
76579,0
125908,0
164487,0
197249,1
99585,1
15006,1
195360,1
35234,1
173684,1
70107,1
101398,1
59128,1
147402,0
104938,0
16220,0
178836,1
16836,0
158775,0
162218,0
156705,1
91514,1
56880,1
94169,1
109051,0
140195,1
134728,1
14528,1
177470,0
74511,0
77726,1
128939,1
155834,0
127825,1
128868,1
5037,0
37848,1
63746,0
7375,0
88114,1
138456,0
38863,0
127430,1
194207,1
46107,0
63357,1
14764,1
183659,1
118166,1
27943,1
192292,1
18826,0
112989,1
150579,0
84877,0
148650,1
192790,0
119895,1
103496,0
4702,0
92919,1
111673,1
125033,0
163741,0
111885,0
190250,1
794,0
137504,1
189372,1
164988,0
42090,0
194185,0
94376,1
145904,1
120517,0
154876,1
62469,1
128709,0
141605,1
23049,1
45919,1
9280,0
187013,1
104258,1
119930,0
191055,1
176123,1
12365,0
142696,0
43952,0
163157,0
178519,0
135873,1
49437,1
76766,0
50876,1
119605,0
167293,0
166098,1
150214,0
198137,1
36119,1
154588,1
169913,0
9359,0
38273,1
125461,0
67247,1
148279,0
35087,0
56143,1
28042,0
85514,1
137099,0
122897,1
166168,0
15888,0
148338,1
52124,1
130696,1
10014,0
92520,1
196704,1
189114,1
152140,0
115827,1
194343,1
84154,1
124811,0
129303,1
163688,1
133704,1
67003,1
179625,1
72477,1
184917,1
106802,0
59098,0
138600,1
162546,0
6862,0
165888,0
71462,0
198563,1
139003,1
124852,0
83724,1
139770,1
90869,1
30733,1
50724,0
170770,0
116157,1
81548,1
198969,1
188753,1
74920,1
156599,1
175657,1
30188,1
51268,0
90179,0
29159,1
80644,1
74318,1
180228,0
71620,0
77867,0
116308,0
49860,1
149899,0
1369,0
136351,1
123550,0
132138,1
87637,0
31338,1
159485,1
78931,1
166199,0
129273,0
114848,0
23617,1
28704,1
185307,1
29382,1
49312,1
165376,1
32855,0
198977,0
31791,0
166471,0
32589,1
51904,0
73514,0
191066,1
177694,1
22869,0
99950,1
10327,1
112415,1
18398,1
79226,0
53632,1
53910,0
180508,1
158806,0
17478,1
178070,1
13762,1
108451,1
94351,1
162074,0
105074,0
190316,0
28515,0
82996,0
138890,0
100402,1
77266,1
6718,0
104249,0
80163,0
80396,0
29074,1
121672,1
177811,1
150662,1
10084,1
64387,1
56147,1
158184,0
1511,1
108383,1
70298,0
148945,0
157753,0
159793,0
198400,1
78304,0
44596,0
166766,0
5830,1
132043,0
115865,1
72534,0
120351,0
165929,1
87208,0
95318,1
196815,0
75123,1
46301,1
147583,0
4155,1
6590,0
168258,1
10473,1
28671,1
83327,1
49364,1
29661,0
112613,0
28491,0
158461,0
54292,1
109137,0
106900,1
190311,0
177871,0
197125,0
64306,1
97427,0
195724,0
119417,0
186108,0
156262,0
111938,1
138117,0
106634,1
4931,0
186351,1
20290,0
187968,0
147166,0
98742,1
120036,1
165423,0
46542,0
165343,1
124049,1
155041,0
129322,0
167740,1
117504,1
62063,1
155816,1
173067,0
125945,1
130345,1
67082,1
72393,1
55428,1
87378,0
101564,1
6386,1
125805,1
195196,1
119324,1
48668,0
185770,0
194836,1
16608,1
135098,1
147057,1
96596,0
67129,0
79763,1
26844,1
72412,0
56848,0
70353,0
30797,1
197022,0
108981,1
126054,0
70702,0
51029,1
168539,1
83249,0
4533,1
77805,1
102441,1
144221,1
152618,1
37939,1
146441,0
181009,1
5846,1
195426,0
56681,0
7278,0
67872,0
157661,0
60472,0
47266,1
38712,0
81039,1
28852,0
78593,0
183324,0
137946,0
138577,1
72143,0
44339,1
13135,1
21232,0
12261,1
175154,1
83672,0
114218,1
12407,0
109136,1
3228,1
137592,0
87792,1
123081,1
82553,0
4118,1
198669,0
64948,0
90196,0
2515,1
184064,0
42228,0
88611,0
80295,1
15505,1
3238,1
53890,0
114789,1
150642,1
42596,0
68625,1
185357,0
56794,1
198204,0
139737,0
30165,1
10008,1
33816,1
61777,1
171826,0
4085,0
56908,1
192927,1
11564,0
92095,0
82981,1
94014,1
157331,0
57631,1
126432,1
171038,1
132983,1
22959,0
35369,1
146664,1
62942,0
105539,0
124358,0
152911,1
147586,1
137807,1
21403,1
62832,0
195505,0
190541,1
192049,1
177303,1
184310,1
144888,0
78925,0
84718,0
183112,0
141597,0
173889,0
71572,1
11311,0
157266,0
39233,0
165403,0
7259,1
10173,0
198797,0
120501,0
151359,1
149651,1
27539,1
196459,1
69617,0
168280,0
50461,1
9517,1
187927,0
35691,0
5321,1
184525,1
58264,0
35719,0
105462,0
158627,1
65700,0
184181,1
85081,1
95498,0
119569,0
143732,1
28334,0
717,0
25278,0
45973,1
137735,0
41862,0
196761,0
43152,0
102115,1
66477,1
41369,1
120563,0
3050,0
136449,0
22356,0
171661,0
167354,1
165354,0
67898,1
188765,1
85771,0
54934,1
10474,0
37191,1
185609,1
169535,0
46267,1
100737,1
33330,1
90945,1
48713,0
29417,0
62552,1
63457,0
68929,1
175165,1
39229,0
43704,0
50327,1
151471,1
74517,1
57109,1
19456,0
106602,1
185511,1
22591,0
30636,0
174004,0
260,1
164150,1
189087,1
116752,1
191028,1
19512,0
194272,0
64910,0
178460,0
109593,0
50824,0
181089,1
189993,0
58085,0
107476,0
108799,0
183217,0
105570,0
133911,0
6410,0
103312,0
175445,0
53200,1
86311,0
102072,1
124284,1
78701,1
140407,0
53125,0
177819,0
26874,0
190273,0
9232,1
24994,0
149821,1
90861,1
51586,0
177263,1
22768,1
48960,1
168550,0
162478,1
148819,1
186385,1
177396,0
4426,0
129097,0
117619,1
175313,0
81067,1
102471,1
43211,0
5719,1
53229,1
133659,0
57791,1
57299,1
89426,0
190040,1
105550,0
178917,1
45028,1
111790,1
87053,0
108052,0
10018,1
2059,1
85005,0
184102,1
117355,0
69325,1
119509,0
125587,1
25194,1
8317,0
172080,0
860,0
114552,1
142784,0
141664,1
197019,0
120972,1
142379,1
135944,0
101111,1
82309,1
190844,1
67548,0
165892,1
70490,0
101620,1
161776,0
132474,0
189740,0
151491,0
114835,1
70076,1
145246,0
172753,0
94532,0
20626,0
31410,0
86716,0
177374,1
198565,1
55264,0
177666,0
146328,1
86192,1
42714,1
71410,1
145731,1
33449,0
27481,1
70051,1
160951,0
77013,0
52289,0
31056,1
144989,0
106940,0
5167,0
20962,1
64561,0
159792,0
148615,1
31378,1
137264,1
29283,1
32437,1
186007,0
49735,1
157779,0
89063,1
104796,1
186101,0
172494,0
94624,1
95888,0
149079,1
126651,0
146324,1
86545,1
24664,1
20686,0
75923,1
68596,1
51171,0
36048,1
105575,1
170845,1
99225,0
1984,1
162659,1
140217,1
71609,0
1988,0
113920,1
21582,0
86169,1
121850,1
30905,1
55159,0
186037,0
198152,1
17669,0
150284,0
55153,0
83362,1
100074,0
118925,1
98522,1
20248,1
45706,1
181460,1
154096,1
96881,0
166037,1
153451,0
163766,0
917,0
24026,0
190067,0
92134,0
11336,1
55119,1
27026,0
125263,1
36231,0
143786,1
192509,0
37851,0
52934,0
87787,1
129543,1
8345,0
2599,0
15371,1
17930,1
49062,0
164803,1
190156,1
132006,0
174267,0
108069,1
138827,0
105966,0
63177,1
30726,1
191924,0
55238,1
37453,1
161640,1
62595,0
132711,1
14168,0
126192,1
138973,1
141613,0
136751,1
13938,0
1996,0
123997,0
109195,0
170412,1
110232,1
23114,0
196644,1
182573,0
177640,0
153150,1
87964,1
57285,0
172188,1
73764,0
114005,1
17929,0
182605,0
151808,0
126752,1
151657,1
20823,0
1074,0
163887,1
29691,0
170065,0
181454,1
115423,1
8301,0
185081,1
129141,1
22984,0
12117,0
133692,1
22799,1
126082,1
159873,1
127652,1
86342,1
106053,0
90785,1
91513,1
144320,1
86861,0
96039,0
51774,0
139946,1
144905,1
65456,1
191288,0
47490,1
81072,1
145241,1
73404,1
119552,1
37110,1
78026,0
58276,1
169859,1
126544,0
83608,1
99039,0
85150,1
117045,1
174430,1
112375,0
38319,0
105250,1
128633,1
